run,metric,tokens,value
ddp2,train,715029431,2.962783
ddp2,train,716067210,2.957855
ddp2,train,717104989,2.972903
ddp2,train,718142767,3.009150
ddp2,train,719180546,2.962556
ddp2,train,720218324,2.985090
ddp2,train,721256103,3.021222
ddp2,train,722293881,2.960395
ddp2,train,723331660,2.917640
ddp2,train,724369439,2.872483
ddp2,train,725407217,2.931999
ddp2,train,726444996,2.923162
ddp2,train,727482774,2.914167
ddp2,train,728520553,2.916855
ddp2,train,729558331,2.923364
ddp2,train,730596110,2.914312
ddp2,train,731633888,2.924398
ddp2,train,732671667,2.910105
ddp2,train,733709446,2.909463
ddp2,train,734747224,2.923345
ddp2,train,735785003,2.905772
ddp2,train,736822781,2.890828
ddp2,train,737860560,2.954616
ddp2,train,738898338,2.945033
ddp2,train,739936117,2.909774
ddp2,train,740973896,2.935786
ddp2,train,742011674,2.898565
ddp2,train,743049453,2.934288
ddp2,train,744087231,2.878555
ddp2,train,745125010,2.907351
ddp2,train,746162788,2.890315
ddp2,train,747200567,2.922694
ddp2,train,748238346,2.920889
ddp2,train,749276124,2.939409
ddp2,train,750313903,2.899940
ddp2,train,751351681,2.907779
ddp2,train,752389460,2.897398
ddp2,train,753427238,2.895204
ddp2,train,754465017,2.925123
ddp2,train,755502795,2.912948
ddp2,train,756540574,2.914131
ddp2,train,757578353,2.914125
ddp2,train,758616131,2.966280
ddp2,train,759653910,3.052310
ddp2,train,760691688,2.864057
ddp2,train,761729467,2.900751
ddp2,train,762767245,2.941248
ddp2,train,763805024,2.907161
ddp2,train,764842803,2.926229
ddp2,train,765880581,2.894631
ddp2,train,766918360,2.891430
ddp2,train,767956138,2.956578
ddp2,train,768993917,2.947830
ddp2,train,770031695,2.905858
ddp2,train,771069474,2.891628
ddp2,train,772107253,2.926835
ddp2,train,773145031,2.915591
ddp2,train,774182810,2.866525
ddp2,train,775220588,2.895239
ddp2,train,776258367,2.942236
ddp2,train,777296145,2.915997
ddp2,train,778333924,2.884694
ddp2,train,779371702,2.891109
ddp2,train,780409481,2.907750
ddp2,train,781447260,2.852327
ddp2,train,782485038,2.886374
ddp2,train,783522817,2.866732
ddp2,train,784560595,2.823306
ddp2,train,785598374,2.863227
ddp2,train,786636152,2.922379
ddp2,train,787673931,2.905061
ddp2,train,788711710,2.831191
ddp2,train,789749488,2.834028
ddp2,train,790787267,2.925494
ddp2,train,791825045,2.861939
ddp2,train,792862824,2.881098
ddp2,train,793900602,2.870345
ddp2,train,794938381,2.866427
ddp2,train,795976160,2.885098
ddp2,train,797013938,2.877234
ddp2,train,798051717,2.892290
ddp2,train,799089495,2.878995
ddp2,train,800127274,2.828857
ddp2,train,801165052,2.889709
ddp2,train,802202831,2.861046
ddp2,train,803240609,2.875771
ddp2,train,804278388,2.848710
ddp2,train,805316167,3.018301
ddp2,train,806353945,3.033460
ddp2,train,807391724,3.064484
ddp2,train,808429502,3.023462
ddp2,train,809467281,3.020608
ddp2,train,810505059,3.044473
ddp2,train,811542838,3.066632
ddp2,train,812580617,3.064033
ddp2,train,813618395,3.062600
ddp2,train,814656174,3.047527
ddp2,train,815693952,3.041029
ddp2,train,816731731,3.026285
ddp2,train,817769509,3.032363
ddp2,train,818807288,3.019332
ddp2,train,819845067,3.039855
ddp2,train,820882845,3.029387
ddp2,train,821920624,3.049857
ddp2,train,822958402,3.022852
ddp2,train,823996181,2.976331
ddp2,train,825033959,3.027229
ddp2,train,826071738,2.987334
ddp2,train,827109516,3.034241
ddp2,train,828147295,3.034617
ddp2,train,829185074,3.064133
ddp2,train,830222852,3.013253
ddp2,train,831260631,3.021837
ddp2,train,832298409,2.997908
ddp2,train,833336188,3.093963
ddp2,train,834373966,3.062482
ddp2,train,835411745,3.083556
ddp2,train,836449524,3.020437
ddp2,train,837487302,3.018464
ddp2,train,838525081,3.038860
ddp2,train,839562859,3.065514
ddp2,train,840600638,3.044618
ddp2,train,841638416,3.039761
ddp2,train,842676195,3.010462
ddp2,train,843713974,2.971639
ddp2,train,844751752,3.030649
ddp2,train,845789531,3.058712
ddp2,train,846827309,3.062148
ddp2,train,847865088,3.048130
ddp2,train,848902866,3.042574
ddp2,train,849940645,3.028859
ddp2,train,850978423,3.040021
ddp2,train,852016202,3.001857
ddp2,train,853053981,2.999066
ddp2,train,854091759,3.006204
ddp2,train,855129538,2.968089
ddp2,train,856167316,2.995400
ddp2,train,857205095,2.983487
ddp2,train,858242873,2.962337
ddp2,train,859280652,3.007626
ddp2,train,860318431,3.023846
ddp2,train,861356209,2.976442
ddp2,train,862393988,3.004793
ddp2,train,863431766,2.997721
ddp2,train,864469545,3.035943
ddp2,train,865507323,2.981712
ddp2,train,866545102,3.023192
ddp2,train,867582881,3.040114
ddp2,train,868620659,3.025068
ddp2,train,869658438,3.073999
ddp2,train,870696216,3.049892
ddp2,train,871733995,3.017532
ddp2,train,872771773,2.975605
ddp2,train,873809552,3.073588
ddp2,train,874847330,3.026690
ddp2,train,875885109,2.995134
ddp2,train,876922888,3.071680
ddp2,train,877960666,3.056850
ddp2,train,878998445,3.062546
ddp2,train,880036223,3.009826
ddp2,train,881074002,3.050204
ddp2,train,882111780,3.078293
ddp2,train,883149559,3.045882
ddp2,train,884187338,3.024832
ddp2,train,885225116,3.087881
ddp2,train,886262895,2.987719
ddp2,train,887300673,2.967603
ddp2,train,888338452,2.975548
ddp2,train,889376230,3.029757
ddp2,train,890414009,3.016219
ddp2,train,891451788,3.001550
ddp2,train,892489566,2.980040
ddp2,train,893527345,2.992054
ddp2,train,894565123,3.030406
ddp2,train,895602902,3.022598
ddp2,train,896640680,3.069703
ddp2,train,897678459,3.048081
ddp2,train,898716237,3.010426
ddp2,train,899754016,3.047332
ddp2,train,900791795,3.012528
ddp2,train,901829573,3.039193
ddp2,train,902867352,2.999609
ddp2,train,903905130,3.054560
ddp2,train,904942909,3.068492
ddp2,train,905980687,3.049066
ddp2,train,907018466,3.002685
ddp2,train,908056245,2.992153
ddp2,train,909094023,2.997148
ddp2,train,910131802,3.026249
ddp2,train,911169580,3.022928
ddp2,train,912207359,3.038551
ddp2,train,913245137,3.050075
ddp2,train,914282916,3.018630
ddp2,train,915320695,3.011642
ddp2,train,916358473,3.028745
ddp2,train,917396252,3.033928
ddp2,train,918434030,2.996900
ddp2,train,919471809,2.991745
ddp2,train,920509587,3.011451
ddp2,train,921547366,3.036869
ddp2,train,922585144,3.019487
ddp2,train,923622923,2.982896
ddp2,train,924660702,3.003519
ddp2,train,925698480,3.037834
ddp2,train,926736259,3.027659
ddp2,train,927774037,3.065297
ddp2,train,928811816,3.020113
ddp2,train,929849594,3.029462
ddp2,train,930887373,3.033241
ddp2,train,931925152,3.021676
ddp2,train,932962930,3.037298
ddp2,train,934000709,2.978065
ddp2,train,935038487,3.004536
ddp2,train,936076266,3.037046
ddp2,train,937114044,2.969637
ddp2,train,938151823,3.027314
ddp2,train,939189602,3.024171
ddp2,train,940227380,3.054250
ddp2,train,941265159,3.014990
ddp2,train,942302937,3.001184
ddp2,train,943340716,3.064249
ddp2,train,944378494,3.025103
ddp2,train,945416273,3.029875
ddp2,train,946454051,3.041000
ddp2,train,947491830,3.020922
ddp2,train,948529609,3.023513
ddp2,train,949567387,3.005923
ddp2,train,950605166,3.003031
ddp2,train,951642944,3.031272
ddp2,train,952680723,3.015384
ddp2,train,953718501,3.065831
ddp2,train,954756280,3.047397
ddp2,train,955794059,3.040951
ddp2,train,956831837,3.046758
ddp2,train,957869616,3.034031
ddp2,train,958907394,3.007229
ddp2,train,959945173,3.069611
ddp2,train,960982951,3.035044
ddp2,train,962020730,3.067715
ddp2,train,963058509,3.034063
ddp2,train,964096287,3.045509
ddp2,train,965134066,3.021772
ddp2,train,966171844,3.012126
ddp2,train,967209623,3.020337
ddp2,train,968247401,3.036364
ddp2,train,969285180,3.045612
ddp2,train,970322958,3.044238
ddp2,train,971360737,2.993830
ddp2,train,972398516,3.016772
ddp2,train,973436294,2.998101
ddp2,train,974474073,3.060751
ddp2,train,975511851,3.029652
ddp2,train,976549630,3.018813
ddp2,train,977587408,3.016887
ddp2,train,978625187,3.029502
ddp2,train,979662966,3.018758
ddp2,train,980700744,3.042096
ddp2,train,981738523,2.987526
ddp2,train,982776301,2.992463
ddp2,train,983814080,3.032387
ddp2,train,984851858,3.017792
ddp2,train,985889637,3.065428
ddp2,train,986927416,3.034103
ddp2,train,987965194,3.008704
ddp2,train,989002973,3.025638
ddp2,train,990040751,3.031552
ddp2,train,991078530,3.071842
ddp2,train,992116308,3.090503
ddp2,train,993154087,3.035158
ddp2,train,994191865,3.015379
ddp2,train,995229644,3.062298
ddp2,train,996267423,3.011280
ddp2,train,997305201,3.044891
ddp2,train,998342980,3.058468
ddp2,train,999380758,3.077799
ddp2,train,1000418537,3.003226
ddp2,train,1001456315,3.030223
ddp2,train,1002494094,3.021532
ddp2,train,1003531873,2.982261
ddp2,train,1004569651,3.011353
ddp2,train,1005607430,3.001730
ddp2,train,1006645208,2.989808
ddp2,train,1007682987,2.969707
ddp2,train,1008720765,3.048701
ddp2,train,1009758544,3.053955
ddp2,train,1010796323,3.001997
ddp2,train,1011834101,2.996905
ddp2,train,1012871880,2.988244
ddp2,train,1013909658,3.006890
ddp2,train,1014947437,3.026225
ddp2,train,1015985215,3.013285
ddp2,train,1017022994,2.958986
ddp2,train,1018060772,3.019849
ddp2,train,1019098551,2.999707
ddp2,train,1020136330,3.054522
ddp2,train,1021174108,3.007344
ddp2,train,1022211887,2.994243
ddp2,train,1023249665,2.990321
ddp2,train,1024287444,3.026200
ddp2,train,1025325222,3.017440
ddp2,train,1026363001,3.004380
ddp2,train,1027400780,2.953096
ddp2,train,1028438558,2.976304
ddp2,train,1029476337,2.982561
ddp2,train,1030514115,2.986268
ddp2,train,1031551894,3.012568
ddp2,train,1032589672,3.005572
ddp2,train,1033627451,3.003058
ddp2,train,1034665230,3.029895
ddp2,train,1035703008,2.995940
ddp2,train,1036740787,3.058228
ddp2,train,1037778565,3.033302
ddp2,train,1038816344,3.055409
ddp2,train,1039854122,3.018223
ddp2,train,1040891901,3.008707
ddp2,eval,10377786,6.962895
ddp2,eval,20755571,6.054781
ddp2,eval,31133357,5.426658
ddp2,eval,41511143,5.066078
ddp2,eval,51888928,4.811419
ddp2,eval,62266714,4.596442
ddp2,eval,72644500,4.442990
ddp2,eval,83022285,4.318873
ddp2,eval,93400071,4.211226
ddp2,eval,103777857,4.129929
ddp2,eval,114155642,4.034999
ddp2,eval,124533428,3.985128
ddp2,eval,134911213,3.932610
ddp2,eval,145288999,3.870605
ddp2,eval,155666785,3.806478
ddp2,eval,166044570,3.747409
ddp2,eval,176422356,3.657548
ddp2,eval,186800142,3.612543
ddp2,eval,197177927,3.560443
ddp2,eval,207555713,3.514472
ddp2,eval,217933499,3.486316
ddp2,eval,228311284,3.460587
ddp2,eval,238689070,3.435991
ddp2,eval,249066856,3.419337
ddp2,eval,259444641,3.401979
ddp2,eval,269822427,3.384227
ddp2,eval,280200213,3.369954
ddp2,eval,290577998,3.354511
ddp2,eval,300955784,3.339462
ddp2,eval,311333570,3.324103
ddp2,eval,321711355,3.309473
ddp2,eval,332089141,3.292713
ddp2,eval,342466927,3.289328
ddp2,eval,352844712,3.271000
ddp2,eval,363222498,3.261569
ddp2,eval,373600283,3.255511
ddp2,eval,383978069,3.245217
ddp2,eval,394355855,3.237232
ddp2,eval,404733640,3.224961
ddp2,eval,415111426,3.218436
ddp2,eval,425489212,3.218402
ddp2,eval,435866997,3.205949
ddp2,eval,446244783,3.203372
ddp2,eval,456622569,3.198572
ddp2,eval,467000354,3.189059
ddp2,eval,477378140,3.183489
ddp2,eval,487755926,3.174757
ddp2,eval,498133711,3.168575
ddp2,eval,508511497,3.162270
ddp2,eval,518889283,3.157403
ddp2,eval,529267068,3.152467
ddp2,eval,539644854,3.152304
ddp2,eval,550022640,3.143731
ddp2,eval,560400425,3.137097
ddp2,eval,570778211,3.130711
ddp2,eval,581155997,3.127934
ddp2,eval,591533782,3.122048
ddp2,eval,601911568,3.114637
ddp2,eval,612289353,3.113837
ddp2,eval,622667139,3.109071
ddp2,eval,633044925,3.104894
ddp2,eval,643422710,3.100101
ddp2,eval,653800496,3.097087
ddp2,eval,664178282,3.092856
ddp2,eval,674556067,3.089628
ddp2,eval,684933853,3.086987
ddp2,eval,695311639,3.082104
ddp2,eval,705689424,3.076293
ddp2,eval,716067210,3.081915
ddp2,eval,726444996,3.073729
ddp2,eval,736822781,3.076004
ddp2,eval,747200567,3.071297
ddp2,eval,757578353,3.067427
ddp2,eval,767956138,3.065274
ddp2,eval,778333924,3.060888
ddp2,eval,788711710,3.059385
ddp2,eval,799089495,3.054980
ddp2,eval,809467281,3.043805
ddp2,eval,819845067,3.038669
ddp2,eval,830222852,3.038409
ddp2,eval,840600638,3.038102
ddp2,eval,850978423,3.041922
ddp2,eval,861356209,3.033514
ddp2,eval,871733995,3.031343
ddp2,eval,882111780,3.025906
ddp2,eval,892489566,3.034375
ddp2,eval,902867352,3.019209
ddp2,eval,913245137,3.016639
ddp2,eval,923622923,3.013142
ddp2,eval,934000709,3.011132
ddp2,eval,944378494,3.008893
ddp2,eval,954756280,3.009116
ddp2,eval,965134066,3.012515
ddp2,eval,975511851,3.010222
ddp2,eval,985889637,3.008553
ddp2,eval,996267423,3.005208
ddp2,eval,1006645208,3.000602
ddp2,eval,1017022994,3.000613
ddp2,eval,1027400780,3.001919
ddp2,eval,1037778565,2.993327
1gpu,train,1037829,9.452538
1gpu,train,2075658,9.399267
1gpu,train,3113487,9.179333
1gpu,train,4151316,8.253514
1gpu,train,5189145,7.700101
1gpu,train,6226974,7.418033
1gpu,train,7264803,7.234221
1gpu,train,8302632,7.102951
1gpu,train,9340461,6.966537
1gpu,train,10378290,6.895312
1gpu,train,11416119,6.824329
1gpu,train,12453948,6.738609
1gpu,train,13491777,6.656001
1gpu,train,14529606,6.521898
1gpu,train,15567435,6.394445
1gpu,train,16605264,6.277740
1gpu,train,17643094,6.174768
1gpu,train,18680923,6.078157
1gpu,train,19718752,5.979746
1gpu,train,20756581,5.896561
1gpu,train,21794410,5.833180
1gpu,train,22832239,5.707603
1gpu,train,23870068,5.660007
1gpu,train,24907897,5.587765
1gpu,train,25945726,5.553524
1gpu,train,26983555,5.463159
1gpu,train,28021384,5.450589
1gpu,train,29059213,5.335706
1gpu,train,30097042,5.359864
1gpu,train,31134871,5.281350
1gpu,train,32172700,5.213797
1gpu,train,33210529,5.179452
1gpu,train,34248358,5.179147
1gpu,train,35286187,5.159449
1gpu,train,36324016,5.088371
1gpu,train,37361845,5.104425
1gpu,train,38399674,5.074740
1gpu,train,39437503,4.988387
1gpu,train,40475332,4.969695
1gpu,train,41513161,4.969801
1gpu,train,42550990,4.901665
1gpu,train,43588819,4.876137
1gpu,train,44626648,4.884964
1gpu,train,45664477,4.850278
1gpu,train,46702306,4.800600
1gpu,train,47740135,4.764075
1gpu,train,48777964,4.778667
1gpu,train,49815793,4.719088
1gpu,train,50853622,4.722241
1gpu,train,51891451,4.700812
1gpu,train,52929281,4.654056
1gpu,train,53967110,4.629172
1gpu,train,55004939,4.606254
1gpu,train,56042768,4.586313
1gpu,train,57080597,4.574185
1gpu,train,58118426,4.570963
1gpu,train,59156255,4.563643
1gpu,train,60194084,4.510536
1gpu,train,61231913,4.501992
1gpu,train,62269742,4.463531
1gpu,train,63307571,4.432745
1gpu,train,64345400,4.486051
1gpu,train,65383229,4.384717
1gpu,train,66421058,4.416892
1gpu,train,67458887,4.378113
1gpu,train,68496716,4.387363
1gpu,train,69534545,4.349556
1gpu,train,70572374,4.349447
1gpu,train,71610203,4.345881
1gpu,train,72648032,4.298524
1gpu,train,73685861,4.303158
1gpu,train,74723690,4.316783
1gpu,train,75761519,4.281551
1gpu,train,76799348,4.251845
1gpu,train,77837177,4.258686
1gpu,train,78875006,4.230724
1gpu,train,79912835,4.215939
1gpu,train,80950664,4.191811
1gpu,train,81988493,4.226681
1gpu,train,83026322,4.236918
1gpu,train,84064151,4.183314
1gpu,train,85101980,4.171796
1gpu,train,86139809,4.160548
1gpu,train,87177638,4.146015
1gpu,train,88215468,4.149786
1gpu,train,89253297,4.142796
1gpu,train,90291126,4.114165
1gpu,train,91328955,4.107700
1gpu,train,92366784,4.123467
1gpu,train,93404613,4.163869
1gpu,train,94442442,4.113261
1gpu,train,95480271,4.081437
1gpu,train,96518100,4.079058
1gpu,train,97555929,4.080678
1gpu,train,98593758,4.045373
1gpu,train,99631587,4.076870
1gpu,train,100669416,4.053792
1gpu,train,101707245,4.077313
1gpu,train,102745074,4.060230
1gpu,train,103782903,4.008240
1gpu,train,104820732,4.006918
1gpu,train,105858561,4.004132
1gpu,train,106896390,4.037820
1gpu,train,107934219,4.002608
1gpu,train,108972048,4.000648
1gpu,train,110009877,3.986578
1gpu,train,111047706,3.972899
1gpu,train,112085535,3.946290
1gpu,train,113123364,3.966042
1gpu,train,114161193,3.954400
1gpu,train,115199022,3.963672
1gpu,train,116236851,3.922363
1gpu,train,117274680,3.958900
1gpu,train,118312509,3.915697
1gpu,train,119350338,3.910724
1gpu,train,120388167,3.900494
1gpu,train,121425996,3.892186
1gpu,train,122463825,3.926493
1gpu,train,123501655,3.865960
1gpu,train,124539484,3.864892
1gpu,train,125577313,3.852909
1gpu,train,126615142,3.866854
1gpu,train,127652971,3.853305
1gpu,train,128690800,3.845636
1gpu,train,129728629,3.803402
1gpu,train,130766458,3.843735
1gpu,train,131804287,3.803584
1gpu,train,132842116,3.811700
1gpu,train,133879945,3.848897
1gpu,train,134917774,3.784217
1gpu,train,135955603,3.808525
1gpu,train,136993432,3.806021
1gpu,train,138031261,3.781508
1gpu,train,139069090,3.838512
1gpu,train,140106919,3.740612
1gpu,train,141144748,3.777766
1gpu,train,142182577,3.752317
1gpu,train,143220406,3.735382
1gpu,train,144258235,3.722325
1gpu,train,145296064,3.747801
1gpu,train,146333893,3.693265
1gpu,train,147371722,3.712910
1gpu,train,148409551,3.679477
1gpu,train,149447380,3.706349
1gpu,train,150485209,3.656144
1gpu,train,151523038,3.712632
1gpu,train,152560867,3.695633
1gpu,train,153598696,3.713058
1gpu,train,154636525,3.638111
1gpu,train,155674354,3.682521
1gpu,train,156712183,3.657799
1gpu,train,157750012,3.627311
1gpu,train,158787842,3.711748
1gpu,train,159825671,3.608356
1gpu,train,160863500,3.607405
1gpu,train,161901329,3.616383
1gpu,train,162939158,3.625777
1gpu,train,163976987,3.614152
1gpu,train,165014816,3.588346
1gpu,train,166052645,3.632222
1gpu,train,167090474,3.601214
1gpu,train,168128303,3.566843
1gpu,train,169166132,3.622411
1gpu,train,170203961,3.554598
1gpu,train,171241790,3.598965
1gpu,train,172279619,3.566906
1gpu,train,173317448,3.573898
1gpu,train,174355277,3.600744
1gpu,train,175393106,3.582572
1gpu,train,176430935,3.554174
1gpu,train,177468764,3.528640
1gpu,train,178506593,3.532661
1gpu,train,179544422,3.593091
1gpu,train,180582251,3.516603
1gpu,train,181620080,3.548035
1gpu,train,182657909,3.549261
1gpu,train,183695738,3.510772
1gpu,train,184733567,3.522788
1gpu,train,185771396,3.518801
1gpu,train,186809225,3.507428
1gpu,train,187847054,3.527219
1gpu,train,188884883,3.521552
1gpu,train,189922712,3.493118
1gpu,train,190960541,3.489631
1gpu,train,191998370,3.485507
1gpu,train,193036199,3.511291
1gpu,train,194074029,3.548641
1gpu,train,195111858,3.484591
1gpu,train,196149687,3.465705
1gpu,train,197187516,3.446017
1gpu,train,198225345,3.489009
1gpu,train,199263174,3.488718
1gpu,train,200301003,3.496696
1gpu,train,201338832,3.478281
1gpu,train,202376661,3.508144
1gpu,train,203414490,3.499663
1gpu,train,204452319,3.515968
1gpu,train,205490148,3.510766
1gpu,train,206527977,3.440363
1gpu,train,207565806,3.460690
1gpu,train,208603635,3.482243
1gpu,train,209641464,3.460828
1gpu,train,210679293,3.548590
1gpu,train,211717122,3.453667
1gpu,train,212754951,3.399556
1gpu,train,213792780,3.429715
1gpu,train,214830609,3.454657
1gpu,train,215868438,3.465283
1gpu,train,216906267,3.415420
1gpu,train,217944096,3.411026
1gpu,train,218981925,3.412026
1gpu,train,220019754,3.427887
1gpu,train,221057583,3.440524
1gpu,train,222095412,3.469285
1gpu,train,223133241,3.431362
1gpu,train,224171070,3.441318
1gpu,train,225208899,3.422458
1gpu,train,226246728,3.469646
1gpu,train,227284557,3.498585
1gpu,train,228322386,3.429235
1gpu,train,229360216,3.405319
1gpu,train,230398045,3.393312
1gpu,train,231435874,3.382287
1gpu,train,232473703,3.366699
1gpu,train,233511532,3.368211
1gpu,train,234549361,3.373238
1gpu,train,235587190,3.395305
1gpu,train,236625019,3.435067
1gpu,train,237662848,3.383032
1gpu,train,238700677,3.386837
1gpu,train,239738506,3.384357
1gpu,train,240776335,3.413834
1gpu,train,241814164,3.402414
1gpu,train,242851993,3.367927
1gpu,train,243889822,3.355322
1gpu,train,244927651,3.372293
1gpu,train,245965480,3.386302
1gpu,train,247003309,3.350580
1gpu,train,248041138,3.347269
1gpu,train,249078967,3.394819
1gpu,train,250116796,3.432700
1gpu,train,251154625,3.363149
1gpu,train,252192454,3.389074
1gpu,train,253230283,3.328766
1gpu,train,254268112,3.376393
1gpu,train,255305941,3.382400
1gpu,train,256343770,3.323834
1gpu,train,257381599,3.356795
1gpu,train,258419428,3.339865
1gpu,train,259457257,3.324782
1gpu,train,260495086,3.337185
1gpu,train,261532915,3.314405
1gpu,train,262570744,3.351914
1gpu,train,263608573,3.369142
1gpu,train,264646403,3.321729
1gpu,train,265684232,3.352247
1gpu,train,266722061,3.315911
1gpu,train,267759890,3.311512
1gpu,train,268797719,3.336980
1gpu,train,269835548,3.341001
1gpu,train,270873377,3.342499
1gpu,train,271911206,3.348255
1gpu,train,272949035,3.341908
1gpu,train,273986864,3.306319
1gpu,train,275024693,3.299057
1gpu,train,276062522,3.314003
1gpu,train,277100351,3.332364
1gpu,train,278138180,3.311247
1gpu,train,279176009,3.331303
1gpu,train,280213838,3.358595
1gpu,train,281251667,3.311553
1gpu,train,282289496,3.328549
1gpu,train,283327325,3.314659
1gpu,train,284365154,3.360748
1gpu,train,285402983,3.317317
1gpu,train,286440812,3.304250
1gpu,train,287478641,3.271525
1gpu,train,288516470,3.289943
1gpu,train,289554299,3.294840
1gpu,train,290592128,3.282256
1gpu,train,291629957,3.267226
1gpu,train,292667786,3.372952
1gpu,train,293705615,3.318044
1gpu,train,294743444,3.289856
1gpu,train,295781273,3.330045
1gpu,train,296819102,3.290277
1gpu,train,297856931,3.259637
1gpu,train,298894760,3.260558
1gpu,train,299932590,3.292138
1gpu,train,300970419,3.256815
1gpu,train,302008248,3.298297
1gpu,train,303046077,3.243896
1gpu,train,304083906,3.220208
1gpu,train,305121735,3.281809
1gpu,train,306159564,3.297849
1gpu,train,307197393,3.297592
1gpu,train,308235222,3.244545
1gpu,train,309273051,3.252110
1gpu,train,310310880,3.287573
1gpu,train,311348709,3.283105
1gpu,train,312386538,3.246006
1gpu,train,313424367,3.289013
1gpu,train,314462196,3.254099
1gpu,train,315500025,3.270658
1gpu,train,316537854,3.262565
1gpu,train,317575683,3.169560
1gpu,train,318613512,3.282139
1gpu,train,319651341,3.248319
1gpu,train,320689170,3.258265
1gpu,train,321726999,3.283005
1gpu,train,322764828,3.275932
1gpu,train,323802657,3.241074
1gpu,train,324840486,3.263901
1gpu,train,325878315,3.233076
1gpu,train,326916144,3.309380
1gpu,train,327953973,3.247968
1gpu,train,328991802,3.252144
1gpu,train,330029631,3.271765
1gpu,train,331067460,3.303870
1gpu,train,332105289,3.270235
1gpu,train,333143118,3.328079
1gpu,train,334180948,3.220408
1gpu,train,335218777,3.291508
1gpu,train,336256606,3.246305
1gpu,train,337294435,3.209646
1gpu,train,338332264,3.276237
1gpu,train,339370093,3.253799
1gpu,train,340407922,3.268679
1gpu,train,341445751,3.266601
1gpu,train,342483580,3.268764
1gpu,train,343521409,3.227805
1gpu,train,344559238,3.263287
1gpu,train,345597067,3.214857
1gpu,train,346634896,3.217103
1gpu,train,347672725,3.227405
1gpu,train,348710554,3.238559
1gpu,train,349748383,3.233334
1gpu,train,350786212,3.202399
1gpu,train,351824041,3.254379
1gpu,train,352861870,3.207606
1gpu,train,353899699,3.236096
1gpu,train,354937528,3.196838
1gpu,train,355975357,3.253651
1gpu,train,357013186,3.194864
1gpu,train,358051015,3.205200
1gpu,train,359088844,3.272242
1gpu,train,360126673,3.213256
1gpu,train,361164502,3.266883
1gpu,train,362202331,3.204584
1gpu,train,363240160,3.208061
1gpu,train,364277989,3.209092
1gpu,train,365315818,3.234463
1gpu,train,366353647,3.206212
1gpu,train,367391476,3.201291
1gpu,train,368429305,3.178321
1gpu,train,369467135,3.234281
1gpu,train,370504964,3.212150
1gpu,train,371542793,3.205447
1gpu,train,372580622,3.214472
1gpu,train,373618451,3.161757
1gpu,train,374656280,3.252553
1gpu,train,375694109,3.190862
1gpu,train,376731938,3.185040
1gpu,train,377769767,3.227378
1gpu,train,378807596,3.251971
1gpu,train,379845425,3.373045
1gpu,train,380883254,3.196568
1gpu,train,381921083,3.243114
1gpu,train,382958912,3.201954
1gpu,train,383996741,3.223564
1gpu,train,385034570,3.237266
1gpu,train,386072399,3.230130
1gpu,train,387110228,3.183730
1gpu,train,388148057,3.201913
1gpu,train,389185886,3.188155
1gpu,train,390223715,3.181157
1gpu,train,391261544,3.152213
1gpu,train,392299373,3.169970
1gpu,train,393337202,3.212947
1gpu,train,394375031,3.162608
1gpu,train,395412860,3.166782
1gpu,train,396450689,3.178594
1gpu,train,397488518,3.202008
1gpu,train,398526347,3.182085
1gpu,train,399564176,3.190940
1gpu,train,400602005,3.183588
1gpu,train,401639834,3.197728
1gpu,train,402677663,3.214007
1gpu,train,403715492,3.214879
1gpu,train,404753322,3.146541
1gpu,train,405791151,3.200835
1gpu,train,406828980,3.202618
1gpu,train,407866809,3.198612
1gpu,train,408904638,3.160882
1gpu,train,409942467,3.186244
1gpu,train,410980296,3.189922
1gpu,train,412018125,3.158157
1gpu,train,413055954,3.212010
1gpu,train,414093783,3.198153
1gpu,train,415131612,3.204078
1gpu,train,416169441,3.161721
1gpu,train,417207270,3.204807
1gpu,train,418245099,3.195216
1gpu,train,419282928,3.196501
1gpu,train,420320757,3.208111
1gpu,train,421358586,3.153821
1gpu,train,422396415,3.170238
1gpu,train,423434244,3.172147
1gpu,train,424472073,3.234362
1gpu,train,425509902,3.235497
1gpu,train,426547731,3.211523
1gpu,train,427585560,3.191295
1gpu,train,428623389,3.190151
1gpu,train,429661218,3.150788
1gpu,train,430699047,3.150004
1gpu,train,431736876,3.153389
1gpu,train,432774705,3.167935
1gpu,train,433812534,3.190122
1gpu,train,434850363,3.173744
1gpu,train,435888192,3.163769
1gpu,train,436926021,3.168653
1gpu,train,437963850,3.161419
1gpu,train,439001679,3.154004
1gpu,train,440039509,3.149264
1gpu,train,441077338,3.199771
1gpu,train,442115167,3.135722
1gpu,train,443152996,3.185916
1gpu,train,444190825,3.151237
1gpu,train,445228654,3.174041
1gpu,train,446266483,3.141523
1gpu,train,447304312,3.144833
1gpu,train,448342141,3.159690
1gpu,train,449379970,3.129298
1gpu,train,450417799,3.151057
1gpu,train,451455628,3.127910
1gpu,train,452493457,3.170472
1gpu,train,453531286,3.178452
1gpu,train,454569115,3.116418
1gpu,train,455606944,3.164206
1gpu,train,456644773,3.154724
1gpu,train,457682602,3.137883
1gpu,train,458720431,3.172391
1gpu,train,459758260,3.145524
1gpu,train,460796089,3.163931
1gpu,train,461833918,3.132491
1gpu,train,462871747,3.145396
1gpu,train,463909576,3.197121
1gpu,train,464947405,3.157426
1gpu,train,465985234,3.168600
1gpu,train,467023063,3.124498
