series,metric,tokens,value
baseline,grad_norm,378401684,0.388662
baseline,grad_norm,379438401,0.389247
baseline,grad_norm,380475118,0.392297
baseline,grad_norm,381511835,0.385587
baseline,grad_norm,382548552,0.388906
baseline,grad_norm,383585269,0.381634
baseline,grad_norm,384621986,0.392084
baseline,grad_norm,385658703,0.388375
baseline,grad_norm,386695420,0.379657
baseline,grad_norm,387732137,0.381886
baseline,grad_norm,388768854,0.381535
baseline,grad_norm,389805571,0.384274
baseline,grad_norm,390842288,0.379078
baseline,grad_norm,391879005,0.383982
baseline,grad_norm,392915722,0.381433
baseline,grad_norm,393952439,0.390003
baseline,grad_norm,394989155,0.386882
baseline,grad_norm,396025872,0.374898
baseline,grad_norm,397062589,0.382436
baseline,grad_norm,398099306,0.389932
baseline,grad_norm,399136023,0.389107
baseline,grad_norm,400172740,0.374344
baseline,grad_norm,401209457,0.376638
baseline,grad_norm,402246174,0.376641
baseline,grad_norm,403282891,0.374642
baseline,grad_norm,404319608,0.375294
baseline,grad_norm,405356325,0.384608
baseline,grad_norm,406393042,0.386210
baseline,grad_norm,407429759,0.379813
baseline,grad_norm,408466476,0.393512
baseline,grad_norm,409503193,0.385653
baseline,grad_norm,410539910,0.377635
baseline,grad_norm,411576627,0.379278
baseline,grad_norm,412613343,0.369975
baseline,grad_norm,413650060,0.376395
baseline,grad_norm,414686777,0.373971
baseline,grad_norm,415723494,0.386249
baseline,grad_norm,416760211,0.381597
baseline,grad_norm,417796928,0.397352
baseline,grad_norm,418833645,0.382725
baseline,grad_norm,419870362,0.386808
baseline,grad_norm,420907079,0.380978
baseline,grad_norm,421943796,0.379514
baseline,grad_norm,422980513,0.373033
baseline,grad_norm,424017230,0.380766
baseline,grad_norm,425053947,0.382608
baseline,grad_norm,426090664,0.403630
baseline,grad_norm,427127381,0.394620
baseline,grad_norm,428164098,0.382357
baseline,grad_norm,429200815,0.379446
baseline,grad_norm,430237532,0.371748
baseline,grad_norm,431274248,0.379066
baseline,grad_norm,432310965,0.378804
baseline,grad_norm,433347682,0.391766
baseline,grad_norm,434384399,0.382131
baseline,grad_norm,435421116,0.388094
baseline,grad_norm,436457833,0.390275
baseline,grad_norm,437494550,0.387056
baseline,grad_norm,438531267,0.380470
baseline,grad_norm,439567984,0.398702
baseline,grad_norm,440604701,0.390849
baseline,grad_norm,441641418,0.394634
baseline,grad_norm,442678135,0.382478
baseline,grad_norm,443714852,0.396155
baseline,grad_norm,444751569,0.394037
baseline,grad_norm,445788286,0.387447
baseline,grad_norm,446825003,0.395573
baseline,grad_norm,447861720,0.381033
baseline,grad_norm,448898437,0.381714
baseline,grad_norm,449935153,0.384625
baseline,grad_norm,450971870,0.380495
baseline,grad_norm,452008587,0.390047
baseline,grad_norm,453045304,0.399415
baseline,grad_norm,454082021,0.407022
baseline,grad_norm,455118738,0.409078
baseline,grad_norm,456155455,0.380716
baseline,grad_norm,457192172,0.380900
baseline,grad_norm,458228889,0.395707
baseline,grad_norm,459265606,0.457597
baseline,grad_norm,460302323,0.392519
baseline,grad_norm,461339040,0.389268
baseline,grad_norm,462375757,0.385191
baseline,grad_norm,463412474,0.385020
baseline,grad_norm,464449191,0.381839
baseline,grad_norm,465485908,0.394495
baseline,grad_norm,466522625,0.379648
baseline,grad_norm,467559342,0.382477
baseline,grad_norm,468596058,0.371818
baseline,grad_norm,469632775,0.374982
baseline,grad_norm,470669492,0.382122
baseline,grad_norm,471706209,0.383347
baseline,grad_norm,472742926,0.385375
baseline,grad_norm,473779643,0.386901
baseline,grad_norm,474816360,0.386068
baseline,grad_norm,475853077,0.385721
baseline,grad_norm,476889794,0.381787
baseline,grad_norm,477926511,0.382702
baseline,grad_norm,478963228,0.381147
baseline,grad_norm,479999945,0.369430
baseline,grad_norm,481036662,0.377094
baseline,grad_norm,482073379,0.389137
baseline,grad_norm,483110096,0.384909
baseline,grad_norm,484146813,0.375424
baseline,grad_norm,485183530,0.375776
baseline,grad_norm,486220246,0.375820
baseline,grad_norm,487256963,0.376810
baseline,grad_norm,488293680,0.377050
baseline,grad_norm,489330397,0.375828
baseline,grad_norm,490367114,0.373063
baseline,grad_norm,491403831,0.383853
baseline,grad_norm,492440548,0.377497
baseline,grad_norm,493477265,0.390182
baseline,grad_norm,494513982,0.381006
baseline,grad_norm,495550699,0.387003
baseline,grad_norm,496587416,0.389482
baseline,grad_norm,497624133,0.379236
baseline,grad_norm,498660850,0.390089
baseline,grad_norm,499697567,0.386984
baseline,grad_norm,500734284,0.380822
baseline,grad_norm,501771001,0.386927
baseline,grad_norm,502807718,0.381753
baseline,grad_norm,503844435,0.378448
baseline,grad_norm,504881151,0.380063
baseline,grad_norm,505917868,0.392346
baseline,grad_norm,506954585,0.370772
baseline,grad_norm,507991302,0.379771
baseline,grad_norm,509028019,0.383726
baseline,grad_norm,510064736,0.389427
baseline,grad_norm,511101453,0.387800
baseline,grad_norm,512138170,0.378129
baseline,grad_norm,513174887,0.383442
baseline,grad_norm,514211604,0.422023
baseline,grad_norm,515248321,0.376063
baseline,grad_norm,516285038,0.371315
baseline,grad_norm,517321755,0.371500
baseline,grad_norm,518358472,0.372633
baseline,grad_norm,519395189,0.373545
diloco,train_loss,4156099,7.648775
diloco,train_loss,8312161,7.646386
diloco,train_loss,12466490,7.284621
diloco,train_loss,17660775,7.055768
diloco,train_loss,21807335,6.772849
diloco,train_loss,24930709,6.607583
diloco,train_loss,29088806,6.334568
diloco,train_loss,33237192,6.164671
diloco,train_loss,38432414,5.914706
diloco,train_loss,43625315,5.747507
diloco,train_loss,47776986,5.567925
diloco,train_loss,52967221,5.434382
diloco,train_loss,58161056,5.284884
diloco,train_loss,62314746,5.189033
diloco,train_loss,66472981,5.075944
diloco,train_loss,70622517,5.000305
diloco,train_loss,75816138,4.891198
diloco,train_loss,81010070,4.811998
diloco,train_loss,85163344,4.743410
diloco,train_loss,90361428,4.703052
diloco,train_loss,94515047,4.653476
diloco,train_loss,97631983,4.606267
diloco,train_loss,102821711,4.530650
diloco,train_loss,108019993,4.486340
diloco,train_loss,112168742,4.440141
diloco,train_loss,117358182,4.389888
diloco,train_loss,122548200,4.341372
diloco,train_loss,126698239,4.306585
diloco,train_loss,130856710,4.269572
diloco,train_loss,135009785,4.247125
diloco,train_loss,140199198,4.209497
diloco,train_loss,145400364,4.199935
diloco,train_loss,149560142,4.167114
diloco,train_loss,154751735,4.171108
diloco,train_loss,158915894,4.134273
diloco,train_loss,162035251,4.120721
diloco,train_loss,167215494,4.089863
diloco,train_loss,172405512,4.082446
diloco,train_loss,176561234,4.053609
diloco,train_loss,181758162,4.044174
diloco,train_loss,185913348,4.028361
diloco,train_loss,190075025,4.012980
diloco,train_loss,195268530,3.994121
diloco,train_loss,199425666,3.990117
diloco,train_loss,203581422,3.959828
diloco,train_loss,208785304,3.946121
diloco,train_loss,212941440,3.933016
diloco,train_loss,217100537,3.910137
diloco,train_loss,222309711,3.900274
diloco,train_loss,226466017,3.876584
diloco,train_loss,230629131,3.868708
diloco,train_loss,235827255,3.852118
diloco,train_loss,241019982,3.845903
diloco,train_loss,245173393,3.831297
diloco,train_loss,249323502,3.817204
diloco,train_loss,254514447,3.807442
diloco,train_loss,258672558,3.789810
diloco,train_loss,262825983,3.777972
diloco,train_loss,268020133,3.763030
diloco,train_loss,272181284,3.756159
diloco,train_loss,276335292,3.730352
diloco,train_loss,281527269,3.719702
diloco,train_loss,286725896,3.713498
diloco,train_loss,290880393,3.693344
diloco,train_loss,295027163,3.679109
diloco,train_loss,299183301,3.662168
diloco,train_loss,303341383,3.663402
diloco,train_loss,308537100,3.652659
diloco,train_loss,313735053,3.659546
diloco,train_loss,318926154,3.634584
diloco,train_loss,323087990,3.618303
diloco,train_loss,326210172,3.602835
diloco,train_loss,330360519,3.588828
diloco,train_loss,335556321,3.591006
diloco,train_loss,340754363,3.572823
diloco,train_loss,344911886,3.556243
diloco,train_loss,349064364,3.544495
diloco,train_loss,354263203,3.553421
diloco,train_loss,358424204,3.527491
diloco,train_loss,362580462,3.508008
diloco,train_loss,367773640,3.498962
diloco,train_loss,372975190,3.486747
diloco,train_loss,377131874,3.477243
diloco,train_loss,381287757,3.477333
diloco,train_loss,386477768,3.468967
diloco,train_loss,390630918,3.465696
diloco,train_loss,394791068,3.458551
diloco,train_loss,398943573,3.454348
diloco,train_loss,404134089,3.460757
diloco,train_loss,409330091,3.461743
diloco,train_loss,413491270,3.458349
diloco,train_loss,418686134,3.449626
diloco,train_loss,422837868,3.418579
diloco,train_loss,425957181,3.399326
diloco,train_loss,431156318,3.388201
diloco,train_loss,436349367,3.379297
diloco,train_loss,440515588,3.392683
diloco,train_loss,445713996,3.390130
diloco,train_loss,449873294,3.402407
diloco,train_loss,452994041,3.386420
diloco,train_loss,457146866,3.372433
diloco,train_loss,462341255,3.369307
diloco,train_loss,467533410,3.361980
diloco,train_loss,472729156,3.353625
diloco,train_loss,476882589,3.348889
diloco,train_loss,481042462,3.343753
diloco,train_loss,486238011,3.335018
diloco,train_loss,490398357,3.315789
diloco,train_loss,494549048,3.322301
diloco,train_loss,498703429,3.315829
diloco,train_loss,502866726,3.305998
diloco,train_loss,508060360,3.312587
diloco,train_loss,513256328,3.308171
diloco,train_loss,517411260,3.313135
diloco,eval_loss,21807335,6.493797
diloco,eval_loss,38432414,5.846242
diloco,eval_loss,62314746,5.259523
diloco,eval_loss,85163344,4.857054
diloco,eval_loss,102821711,4.570636
diloco,eval_loss,122548200,4.381047
diloco,eval_loss,145400364,4.245765
diloco,eval_loss,167215494,4.131628
diloco,eval_loss,185913348,4.049803
diloco,eval_loss,203581422,3.969400
diloco,eval_loss,230629131,3.897209
diloco,eval_loss,249323502,3.840346
diloco,eval_loss,268020133,3.779884
diloco,eval_loss,290880393,3.739684
diloco,eval_loss,313735053,3.675957
diloco,eval_loss,330360519,3.612594
diloco,eval_loss,354263203,3.571657
diloco,eval_loss,377131874,3.528431
diloco,eval_loss,394791068,3.481274
diloco,eval_loss,413491270,3.453753
diloco,eval_loss,440515588,3.422776
diloco,eval_loss,457146866,3.387635
diloco,eval_loss,476882589,3.365107
diloco,eval_loss,498703429,3.343341
diloco,tok_per_sec,4156099,166752.000000
diloco,tok_per_sec,8312161,337572.000000
diloco,tok_per_sec,12466490,331884.000000
diloco,tok_per_sec,17660775,329895.000000
diloco,tok_per_sec,21807335,332274.000000
diloco,tok_per_sec,24930709,335540.000000
diloco,tok_per_sec,29088806,314131.000000
diloco,tok_per_sec,33237192,244963.000000
diloco,tok_per_sec,38432414,218894.000000
diloco,tok_per_sec,43625315,237436.000000
diloco,tok_per_sec,47776986,286476.000000
diloco,tok_per_sec,52967221,337502.000000
diloco,tok_per_sec,58161056,333979.000000
diloco,tok_per_sec,62314746,329385.000000
diloco,tok_per_sec,66472981,327314.000000
diloco,tok_per_sec,70622517,330148.000000
diloco,tok_per_sec,75816138,330126.000000
diloco,tok_per_sec,81010070,324045.000000
diloco,tok_per_sec,85163344,323326.000000
diloco,tok_per_sec,90361428,330702.000000
diloco,tok_per_sec,94515047,319613.000000
diloco,tok_per_sec,97631983,227734.000000
diloco,tok_per_sec,102821711,242674.000000
diloco,tok_per_sec,108019993,333221.000000
diloco,tok_per_sec,112168742,334006.000000
diloco,tok_per_sec,117358182,333100.000000
diloco,tok_per_sec,122548200,285378.000000
diloco,tok_per_sec,126698239,235975.000000
diloco,tok_per_sec,130856710,278478.000000
diloco,tok_per_sec,135009785,328300.000000
diloco,tok_per_sec,140199198,329404.000000
diloco,tok_per_sec,145400364,331264.000000
diloco,tok_per_sec,149560142,329432.000000
diloco,tok_per_sec,154751735,326015.000000
diloco,tok_per_sec,158915894,330090.000000
diloco,tok_per_sec,162035251,326309.000000
diloco,tok_per_sec,167215494,323411.000000
diloco,tok_per_sec,172405512,328612.000000
diloco,tok_per_sec,176561234,326537.000000
diloco,tok_per_sec,181758162,319816.000000
diloco,tok_per_sec,185913348,274672.000000
diloco,tok_per_sec,190075025,280861.000000
diloco,tok_per_sec,195268530,330325.000000
diloco,tok_per_sec,199425666,326192.000000
diloco,tok_per_sec,203581422,322992.000000
diloco,tok_per_sec,208785304,279334.000000
diloco,tok_per_sec,212941440,279544.000000
diloco,tok_per_sec,217100537,329089.000000
diloco,tok_per_sec,222309711,326728.000000
diloco,tok_per_sec,226466017,326138.000000
diloco,tok_per_sec,230629131,326287.000000
diloco,tok_per_sec,235827255,326060.000000
diloco,tok_per_sec,241019982,328333.000000
diloco,tok_per_sec,245173393,328134.000000
diloco,tok_per_sec,249323502,329415.000000
diloco,tok_per_sec,254514447,328893.000000
diloco,tok_per_sec,258672558,327394.000000
diloco,tok_per_sec,262825983,328318.000000
diloco,tok_per_sec,268020133,284618.000000
diloco,tok_per_sec,272181284,231322.000000
diloco,tok_per_sec,276335292,277034.000000
diloco,tok_per_sec,281527269,325756.000000
diloco,tok_per_sec,286725896,324306.000000
diloco,tok_per_sec,290880393,321928.000000
diloco,tok_per_sec,295027163,321933.000000
diloco,tok_per_sec,299183301,329760.000000
diloco,tok_per_sec,303341383,331127.000000
diloco,tok_per_sec,308537100,330462.000000
diloco,tok_per_sec,313735053,325973.000000
diloco,tok_per_sec,318926154,319260.000000
diloco,tok_per_sec,323087990,302267.000000
diloco,tok_per_sec,326210172,214364.000000
diloco,tok_per_sec,330360519,190418.000000
diloco,tok_per_sec,335556321,281813.000000
diloco,tok_per_sec,340754363,322292.000000
diloco,tok_per_sec,344911886,322633.000000
diloco,tok_per_sec,349064364,329699.000000
diloco,tok_per_sec,354263203,281314.000000
diloco,tok_per_sec,358424204,279651.000000
diloco,tok_per_sec,362580462,328451.000000
diloco,tok_per_sec,367773640,326834.000000
diloco,tok_per_sec,372975190,327026.000000
diloco,tok_per_sec,377131874,328102.000000
diloco,tok_per_sec,381287757,327395.000000
diloco,tok_per_sec,386477768,311676.000000
diloco,tok_per_sec,390630918,223802.000000
diloco,tok_per_sec,394791068,239383.000000
diloco,tok_per_sec,398943573,328047.000000
diloco,tok_per_sec,404134089,325718.000000
diloco,tok_per_sec,409330091,321614.000000
diloco,tok_per_sec,413491270,276991.000000
diloco,tok_per_sec,418686134,275141.000000
diloco,tok_per_sec,422837868,316849.000000
diloco,tok_per_sec,425957181,323465.000000
diloco,tok_per_sec,431156318,326059.000000
diloco,tok_per_sec,436349367,326015.000000
diloco,tok_per_sec,440515588,330250.000000
diloco,tok_per_sec,445713996,329174.000000
diloco,tok_per_sec,449873294,322350.000000
diloco,tok_per_sec,452994041,322050.000000
diloco,tok_per_sec,457146866,325952.000000
diloco,tok_per_sec,462341255,328420.000000
diloco,tok_per_sec,467533410,327941.000000
diloco,tok_per_sec,472729156,325678.000000
diloco,tok_per_sec,476882589,282088.000000
diloco,tok_per_sec,481042462,283202.000000
diloco,tok_per_sec,486238011,325984.000000
diloco,tok_per_sec,490398357,325974.000000
diloco,tok_per_sec,494549048,326739.000000
diloco,tok_per_sec,498703429,328798.000000
diloco,tok_per_sec,502866726,326939.000000
diloco,tok_per_sec,508060360,328119.000000
diloco,tok_per_sec,513256328,332725.000000
diloco,tok_per_sec,517411260,330778.000000
diloco,grad_norm,4156099,0.697801
diloco,grad_norm,8312161,0.701002
diloco,grad_norm,12466490,0.567317
diloco,grad_norm,17660775,0.454228
diloco,grad_norm,21807335,0.508039
diloco,grad_norm,24930709,0.525045
diloco,grad_norm,29088806,0.739020
diloco,grad_norm,33237192,0.973691
diloco,grad_norm,38432414,0.725322
diloco,grad_norm,43625315,0.502360
diloco,grad_norm,47776986,0.524505
diloco,grad_norm,52967221,0.502539
diloco,grad_norm,58161056,0.499849
diloco,grad_norm,62314746,0.497832
diloco,grad_norm,66472981,0.484429
diloco,grad_norm,70622517,0.464278
diloco,grad_norm,75816138,0.470267
diloco,grad_norm,81010070,0.502369
diloco,grad_norm,85163344,0.500641
diloco,grad_norm,90361428,0.529918
diloco,grad_norm,94515047,0.564484
diloco,grad_norm,97631983,0.547748
diloco,grad_norm,102821711,0.493098
diloco,grad_norm,108019993,0.457921
diloco,grad_norm,112168742,0.463002
diloco,grad_norm,117358182,0.514179
diloco,grad_norm,122548200,0.519001
diloco,grad_norm,126698239,0.473272
diloco,grad_norm,130856710,0.473509
diloco,grad_norm,135009785,0.468437
diloco,grad_norm,140199198,0.457099
diloco,grad_norm,145400364,0.470773
diloco,grad_norm,149560142,0.615148
diloco,grad_norm,154751735,0.592599
diloco,grad_norm,158915894,0.450469
diloco,grad_norm,162035251,0.457616
diloco,grad_norm,167215494,0.451724
diloco,grad_norm,172405512,0.438157
diloco,grad_norm,176561234,0.436649
diloco,grad_norm,181758162,0.444072
diloco,grad_norm,185913348,0.455713
diloco,grad_norm,190075025,0.466001
diloco,grad_norm,195268530,0.449636
diloco,grad_norm,199425666,0.446150
diloco,grad_norm,203581422,0.447689
diloco,grad_norm,208785304,0.441463
diloco,grad_norm,212941440,0.436373
diloco,grad_norm,217100537,0.470640
diloco,grad_norm,222309711,0.482271
diloco,grad_norm,226466017,0.438352
diloco,grad_norm,230629131,0.438565
diloco,grad_norm,235827255,0.431120
diloco,grad_norm,241019982,0.416311
diloco,grad_norm,245173393,0.417382
diloco,grad_norm,249323502,0.416793
diloco,grad_norm,254514447,0.432214
diloco,grad_norm,258672558,0.434758
diloco,grad_norm,262825983,0.415977
diloco,grad_norm,268020133,0.418595
diloco,grad_norm,272181284,0.418911
diloco,grad_norm,276335292,0.406554
diloco,grad_norm,281527269,0.411905
diloco,grad_norm,286725896,0.411958
diloco,grad_norm,290880393,0.431596
diloco,grad_norm,295027163,0.428337
diloco,grad_norm,299183301,0.389027
diloco,grad_norm,303341383,0.387509
diloco,grad_norm,308537100,0.392706
diloco,grad_norm,313735053,0.390483
diloco,grad_norm,318926154,0.385661
diloco,grad_norm,323087990,0.396218
diloco,grad_norm,326210172,0.401490
diloco,grad_norm,330360519,0.392518
diloco,grad_norm,335556321,0.384482
diloco,grad_norm,340754363,0.378147
diloco,grad_norm,344911886,0.381318
diloco,grad_norm,349064364,0.377426
diloco,grad_norm,354263203,0.371706
diloco,grad_norm,358424204,0.371509
diloco,grad_norm,362580462,0.367176
diloco,grad_norm,367773640,0.360071
diloco,grad_norm,372975190,0.354068
diloco,grad_norm,377131874,0.355272
diloco,grad_norm,381287757,0.376251
diloco,grad_norm,386477768,0.381404
diloco,grad_norm,390630918,0.375808
diloco,grad_norm,394791068,0.371622
diloco,grad_norm,398943573,0.351661
diloco,grad_norm,404134089,0.356902
diloco,grad_norm,409330091,0.364949
diloco,grad_norm,413491270,0.357768
diloco,grad_norm,418686134,0.355083
diloco,grad_norm,422837868,0.352568
diloco,grad_norm,425957181,0.347197
diloco,grad_norm,431156318,0.339750
diloco,grad_norm,436349367,0.340095
diloco,grad_norm,440515588,0.337696
diloco,grad_norm,445713996,0.334701
diloco,grad_norm,449873294,0.339754
diloco,grad_norm,452994041,0.342514
diloco,grad_norm,457146866,0.334317
diloco,grad_norm,462341255,0.326653
diloco,grad_norm,467533410,0.330895
diloco,grad_norm,472729156,0.331477
diloco,grad_norm,476882589,0.331038
diloco,grad_norm,481042462,0.340383
diloco,grad_norm,486238011,0.336663
diloco,grad_norm,490398357,0.324826
diloco,grad_norm,494549048,0.320750
diloco,grad_norm,498703429,0.318787
diloco,grad_norm,502866726,0.324745
diloco,grad_norm,508060360,0.323037
diloco,grad_norm,513256328,0.315274
diloco,grad_norm,517411260,0.312496
