series,metric,mtokens,value
warm_dylu_off,grad_norm,1517.5237,0.450700
warm_dylu_off,grad_norm,1519.7488,0.457100
warm_dylu_off,grad_norm,1521.9740,0.445800
warm_dylu_off,grad_norm,1524.1991,0.463200
warm_dylu_off,grad_norm,1526.4242,0.436900
warm_dylu_off,grad_norm,1528.6493,0.438200
warm_dylu_off,grad_norm,1530.8744,0.432300
warm_dylu_off,grad_norm,1533.0995,0.442400
warm_dylu_off,grad_norm,1535.3246,0.432900
warm_dylu_off,grad_norm,1537.5497,0.436800
warm_dylu_off,grad_norm,1539.7748,0.432900
warm_dylu_off,grad_norm,1541.9999,0.457200
warm_dylu_off,grad_norm,1544.2250,0.442100
warm_dylu_off,grad_norm,1546.4501,0.468600
warm_dylu_off,grad_norm,1548.6753,0.460400
warm_dylu_off,grad_norm,1550.9004,0.431000
warm_dylu_off,grad_norm,1553.1255,0.460700
warm_dylu_off,grad_norm,1555.3506,0.449600
warm_dylu_off,grad_norm,1557.5757,0.443000
warm_dylu_off,grad_norm,1559.8008,0.449100
warm_dylu_off,grad_norm,1562.0259,0.434200
warm_dylu_off,grad_norm,1564.2510,0.465800
warm_dylu_off,grad_norm,1566.4761,0.465500
warm_dylu_off,grad_norm,1568.7012,0.500000
warm_dylu_off,grad_norm,1570.9263,0.438600
warm_dylu_off,grad_norm,1573.1514,0.453700
warm_dylu_off,grad_norm,1575.3766,0.440400
warm_dylu_off,grad_norm,1577.6017,0.438700
warm_dylu_off,grad_norm,1579.8268,0.441800
warm_dylu_off,grad_norm,1582.0519,0.441000
warm_dylu_off,grad_norm,1584.2770,0.457000
warm_dylu_off,grad_norm,1586.5021,0.440700
warm_dylu_off,grad_norm,1588.7272,0.456000
warm_dylu_off,grad_norm,1590.9523,0.450500
warm_dylu_off,grad_norm,1593.1774,0.469400
warm_dylu_off,grad_norm,1595.4025,0.465700
warm_dylu_off,grad_norm,1597.6276,0.440700
warm_dylu_off,grad_norm,1599.8527,0.460100
warm_dylu_off,grad_norm,1602.0778,0.469900
warm_dylu_off,grad_norm,1604.3030,0.444500
warm_dylu_off,grad_norm,1606.5281,0.438700
warm_dylu_off,grad_norm,1608.7532,0.449800
warm_dylu_off,grad_norm,1610.9783,0.446100
warm_dylu_off,grad_norm,1613.2034,0.457100
warm_dylu_off,grad_norm,1615.4285,0.448200
warm_dylu_off,grad_norm,1617.6536,0.447200
warm_dylu_off,grad_norm,1619.8787,0.445900
warm_dylu_off,grad_norm,1622.1038,0.451700
warm_dylu_off,grad_norm,1624.3289,0.448600
warm_dylu_off,grad_norm,1626.5540,0.455700
warm_dylu_off,grad_norm,1628.7791,0.476200
warm_dylu_off,grad_norm,1631.0043,0.461400
warm_dylu_off,grad_norm,1633.2294,0.471500
warm_dylu_off,grad_norm,1635.4545,0.468700
warm_dylu_off,grad_norm,1637.6796,0.439900
warm_dylu_off,grad_norm,1639.9047,0.447500
warm_dylu_off,grad_norm,1642.1298,0.479600
warm_dylu_off,grad_norm,1644.3549,0.460400
warm_dylu_off,grad_norm,1646.5800,0.452700
warm_dylu_off,grad_norm,1648.8051,0.442900
warm_dylu_off,grad_norm,1651.0302,0.455700
warm_dylu_off,grad_norm,1653.2553,0.441400
warm_dylu_off,grad_norm,1655.4804,0.447900
warm_dylu_off,grad_norm,1657.7056,0.451300
warm_dylu_off,grad_norm,1659.9307,0.445100
warm_dylu_off,grad_norm,1662.1558,0.456100
warm_dylu_off,grad_norm,1664.3809,0.445600
warm_dylu_off,grad_norm,1666.6060,0.449800
warm_dylu_off,grad_norm,1668.8311,0.442800
warm_dylu_off,grad_norm,1671.0562,0.460700
warm_dylu_off,grad_norm,1673.2813,0.443900
warm_dylu_off,grad_norm,1675.5064,0.459700
warm_dylu_off,grad_norm,1677.7315,0.439300
warm_dylu_off,grad_norm,1679.9566,0.458500
warm_dylu_off,grad_norm,1682.1817,0.464400
warm_dylu_off,grad_norm,1684.4069,0.453400
warm_dylu_off,grad_norm,1686.6320,0.445900
warm_dylu_off,grad_norm,1688.8571,0.435800
warm_dylu_off,grad_norm,1691.0822,0.442300
warm_dylu_off,grad_norm,1693.3073,0.457600
warm_dylu_off,grad_norm,1695.5324,0.430900
warm_dylu_off,grad_norm,1697.7575,0.456200
warm_dylu_off,grad_norm,1699.9826,0.476600
warm_dylu_off,grad_norm,1702.2077,0.458700
warm_dylu_off,grad_norm,1704.4328,0.464300
warm_dylu_off,grad_norm,1706.6579,0.448300
warm_dylu_off,grad_norm,1708.8830,0.442500
warm_dylu_off,grad_norm,1711.1081,0.448300
warm_dylu_off,grad_norm,1713.3333,0.440900
warm_dylu_off,grad_norm,1715.5584,0.444500
warm_dylu_off,grad_norm,1717.7835,0.450300
warm_dylu_off,grad_norm,1720.0086,0.442700
warm_dylu_off,grad_norm,1722.2337,0.439600
warm_dylu_off,grad_norm,1724.4588,0.429200
warm_dylu_off,grad_norm,1726.6839,0.435200
warm_dylu_off,grad_norm,1728.9090,0.462600
warm_dylu_off,grad_norm,1731.1341,0.438400
warm_dylu_off,grad_norm,1733.3592,0.448300
warm_dylu_off,grad_norm,1735.5843,0.448900
warm_dylu_off,grad_norm,1737.8094,0.436800
warm_dylu_off,grad_norm,1740.0346,0.441200
warm_dylu_off,grad_norm,1742.2597,0.440300
warm_dylu_off,grad_norm,1744.4848,0.465100
warm_dylu_off,grad_norm,1746.7099,0.458900
warm_dylu_off,grad_norm,1748.9350,0.426100
warm_dylu_off,grad_norm,1751.1601,0.433200
warm_dylu_off,grad_norm,1753.3852,0.448500
warm_dylu_off,grad_norm,1755.6103,0.449400
warm_dylu_off,grad_norm,1757.8354,0.452900
warm_dylu_off,grad_norm,1760.0605,0.446300
warm_dylu_off,grad_norm,1762.2856,0.439400
warm_dylu_off,grad_norm,1764.5107,0.442300
warm_dylu_off,grad_norm,1766.7359,0.447800
warm_dylu_off,grad_norm,1768.9610,0.434400
warm_dylu_off,grad_norm,1771.1861,0.462100
warm_dylu_off,grad_norm,1773.4112,0.441600
warm_dylu_off,grad_norm,1775.6363,0.442200
warm_dylu_off,grad_norm,1777.8614,0.448100
warm_dylu_off,grad_norm,1780.0865,0.439200
warm_dylu_off,grad_norm,1782.3116,0.457100
warm_dylu_off,grad_norm,1784.5367,0.452500
warm_dylu_off,grad_norm,1786.7618,0.443500
warm_dylu_off,grad_norm,1788.9869,0.446800
warm_dylu_off,grad_norm,1791.2120,0.441200
warm_dylu_off,grad_norm,1793.4371,0.428300
warm_dylu_off,grad_norm,1795.6623,0.436100
warm_dylu_off,grad_norm,1797.8874,0.438300
warm_dylu_off,grad_norm,1800.1125,0.440100
warm_dylu_off,grad_norm,1802.3376,0.446900
warm_dylu_off,grad_norm,1804.5627,0.434900
warm_dylu_off,grad_norm,1806.7878,0.433100
warm_dylu_off,grad_norm,1809.0129,0.458400
warm_dylu_off,grad_norm,1811.2380,0.470900
warm_dylu_off,grad_norm,1813.4631,0.451400
warm_dylu_off,grad_norm,1815.6882,0.441100
warm_dylu_off,grad_norm,1817.9133,0.446400
warm_dylu_off,grad_norm,1820.1384,0.441500
warm_dylu_off,grad_norm,1822.3636,0.449000
warm_dylu_off,grad_norm,1824.5887,0.460800
warm_dylu_off,grad_norm,1826.8138,0.482900
warm_dylu_off,grad_norm,1829.0389,0.460100
warm_dylu_off,grad_norm,1831.2640,0.459900
warm_dylu_off,grad_norm,1833.4891,0.440500
warm_dylu_off,grad_norm,1835.7142,0.448000
warm_dylu_off,grad_norm,1837.9393,0.470800
warm_dylu_off,grad_norm,1840.1644,0.438100
warm_dylu_off,grad_norm,1842.3895,0.458700
warm_dylu_off,grad_norm,1844.6146,0.438200
warm_dylu_off,grad_norm,1846.8397,0.438200
warm_dylu_off,grad_norm,1849.0649,0.433400
warm_dylu_off,grad_norm,1851.2900,0.446300
warm_dylu_off,grad_norm,1853.5151,0.445600
warm_dylu_off,grad_norm,1855.7402,0.436100
warm_dylu_off,grad_norm,1857.9653,0.447800
warm_dylu_off,grad_norm,1860.1904,0.451400
warm_dylu_off,grad_norm,1862.4155,0.457800
warm_dylu_off,grad_norm,1864.6406,0.450000
warm_dylu_off,grad_norm,1866.8657,0.433100
warm_dylu_off,grad_norm,1869.0908,0.448000
warm_dylu_off,grad_norm,1871.3159,0.438000
warm_dylu_off,grad_norm,1873.5410,0.444400
warm_dylu_off,grad_norm,1875.7661,0.448800
warm_dylu_off,grad_norm,1877.9913,0.435200
warm_dylu_off,grad_norm,1880.2164,0.460200
warm_dylu_off,grad_norm,1882.4415,0.479200
warm_dylu_off,grad_norm,1884.6666,0.466700
warm_dylu_off,grad_norm,1886.8917,0.444000
warm_dylu_off,grad_norm,1889.1168,0.447900
warm_dylu_off,grad_norm,1891.3419,0.470200
warm_dylu_off,grad_norm,1893.5670,0.460300
warm_dylu_off,grad_norm,1895.7921,0.453300
warm_dylu_off,grad_norm,1898.0172,0.438100
warm_dylu_off,grad_norm,1900.2423,0.449400
warm_dylu_off,grad_norm,1902.4674,0.439100
warm_dylu_off,grad_norm,1904.6926,0.441700
warm_dylu_off,grad_norm,1906.9177,0.441700
warm_dylu_off,grad_norm,1909.1428,0.435000
warm_dylu_off,grad_norm,1911.3679,0.421700
warm_dylu_off,grad_norm,1913.5930,0.446600
warm_dylu_off,grad_norm,1915.8181,0.450300
warm_dylu_off,grad_norm,1918.0432,0.460000
warm_dylu_off,grad_norm,1920.2683,0.454200
warm_dylu_off,grad_norm,1922.4934,0.437200
warm_dylu_off,grad_norm,1924.7185,0.436300
warm_dylu_off,grad_norm,1926.9436,0.434000
warm_dylu_off,grad_norm,1929.1687,0.440700
warm_dylu_off,grad_norm,1931.3939,0.437200
warm_dylu_off,grad_norm,1933.6190,0.425100
warm_dylu_off,grad_norm,1935.8441,0.438000
warm_dylu_off,grad_norm,1938.0692,0.432600
warm_dylu_off,grad_norm,1940.2943,0.454400
warm_dylu_off,grad_norm,1942.5194,0.450700
warm_dylu_off,grad_norm,1944.7445,0.466500
warm_dylu_off,grad_norm,1946.9696,0.453600
warm_dylu_off,grad_norm,1949.1947,0.438400
warm_dylu_off,grad_norm,1951.4198,0.438900
warm_dylu_off,grad_norm,1953.6449,0.452000
warm_dylu_off,grad_norm,1955.8700,0.468600
warm_dylu_off,grad_norm,1958.0951,0.447400
warm_dylu_off,grad_norm,1960.3203,0.453400
warm_dylu_off,grad_norm,1962.5454,0.455100
warm_dylu_off,grad_norm,1964.7705,0.468300
warm_dylu_off,grad_norm,1966.9956,0.443000
warm_dylu_off,grad_norm,1969.2207,0.439800
warm_dylu_off,grad_norm,1971.4458,0.445700
warm_dylu_off,grad_norm,1973.6709,0.443300
warm_dylu_off,grad_norm,1975.8960,0.448300
warm_dylu_off,grad_norm,1978.1211,0.433000
warm_dylu_off,grad_norm,1980.3462,0.456900
warm_dylu_off,grad_norm,1982.5713,0.446300
warm_dylu_off,grad_norm,1984.7964,0.434700
warm_dylu_off,grad_norm,1987.0216,0.453300
warm_dylu_off,grad_norm,1989.2467,0.450900
warm_dylu_off,grad_norm,1991.4718,0.455400
warm_dylu_off,grad_norm,1993.6969,0.436500
warm_dylu_off,grad_norm,1995.9220,0.439000
warm_dylu_off,grad_norm,1998.1471,0.436800
warm_dylu_off,grad_norm,2000.3722,0.433600
warm_dylu_on,train_loss,2.1817,3.253690
warm_dylu_on,train_loss,4.3635,3.231000
warm_dylu_on,train_loss,6.5452,3.250100
warm_dylu_on,train_loss,8.7269,3.225900
warm_dylu_on,train_loss,10.9087,3.268400
warm_dylu_on,train_loss,13.0904,3.283320
warm_dylu_on,train_loss,15.2721,3.227310
warm_dylu_on,train_loss,17.4538,3.281810
warm_dylu_on,train_loss,19.6356,3.283500
warm_dylu_on,train_loss,21.8173,3.243950
warm_dylu_on,train_loss,23.9990,3.229040
warm_dylu_on,train_loss,26.1808,3.236250
warm_dylu_on,train_loss,28.3625,3.217370
warm_dylu_on,train_loss,30.5442,3.242180
warm_dylu_on,train_loss,32.7260,3.213720
warm_dylu_on,train_loss,34.9077,3.240950
warm_dylu_on,train_loss,37.0894,3.193680
warm_dylu_on,train_loss,39.2712,3.223660
warm_dylu_on,train_loss,41.4529,3.205290
warm_dylu_on,train_loss,43.6346,3.287710
warm_dylu_on,train_loss,45.8163,3.264500
warm_dylu_on,train_loss,47.9981,3.216540
warm_dylu_on,train_loss,50.1798,3.205720
warm_dylu_on,train_loss,52.3615,3.227920
warm_dylu_on,train_loss,54.5433,3.271130
warm_dylu_on,train_loss,56.7250,3.304330
warm_dylu_on,train_loss,58.9067,3.242950
warm_dylu_on,train_loss,61.0885,3.218300
warm_dylu_on,train_loss,63.2702,3.283200
warm_dylu_on,train_loss,65.4519,3.229370
warm_dylu_on,train_loss,67.6337,3.213450
warm_dylu_on,train_loss,69.8154,3.210990
warm_dylu_on,train_loss,71.9971,3.274890
warm_dylu_on,train_loss,74.1788,3.330360
warm_dylu_on,train_loss,76.3606,3.265850
warm_dylu_on,train_loss,78.5423,3.237700
warm_dylu_on,train_loss,80.7240,3.279780
warm_dylu_on,train_loss,82.9058,3.206920
warm_dylu_on,train_loss,85.0875,3.241650
warm_dylu_on,train_loss,87.2692,3.284390
warm_dylu_on,train_loss,89.4510,3.227040
warm_dylu_on,train_loss,91.6327,3.259050
warm_dylu_on,train_loss,93.8144,3.241230
warm_dylu_on,train_loss,95.9962,3.224710
warm_dylu_on,train_loss,98.1779,3.240110
warm_dylu_on,train_loss,100.3596,3.209640
warm_dylu_on,train_loss,102.5413,3.257280
warm_dylu_on,train_loss,104.7231,3.214450
warm_dylu_on,train_loss,106.9048,3.234220
warm_dylu_on,train_loss,109.0865,3.259780
warm_dylu_on,train_loss,111.2683,3.245890
warm_dylu_on,train_loss,113.4500,3.242320
warm_dylu_on,train_loss,115.6317,3.233590
warm_dylu_on,train_loss,117.8135,3.248500
warm_dylu_on,train_loss,119.9952,3.250420
warm_dylu_on,train_loss,122.1769,3.254010
warm_dylu_on,train_loss,124.3587,3.247320
warm_dylu_on,train_loss,126.5404,3.230670
warm_dylu_on,train_loss,128.7221,3.273480
warm_dylu_on,train_loss,130.9038,3.216330
warm_dylu_on,train_loss,133.0856,3.201210
warm_dylu_on,train_loss,135.2673,3.264160
warm_dylu_on,train_loss,137.4490,3.196240
warm_dylu_on,train_loss,139.6308,3.270850
warm_dylu_on,train_loss,141.8125,3.205820
warm_dylu_on,train_loss,143.9942,3.244490
warm_dylu_on,train_loss,146.1760,3.248320
warm_dylu_on,train_loss,148.3577,3.263920
warm_dylu_on,train_loss,150.5394,3.248480
warm_dylu_on,train_loss,152.7212,3.219260
warm_dylu_on,train_loss,154.9029,3.208550
warm_dylu_on,train_loss,157.0846,3.246080
warm_dylu_on,train_loss,159.2663,3.209690
warm_dylu_on,train_loss,161.4481,3.191380
warm_dylu_on,train_loss,163.6298,3.234110
warm_dylu_on,train_loss,165.8115,3.228420
warm_dylu_on,train_loss,167.9933,3.213600
warm_dylu_on,train_loss,170.1750,3.186290
warm_dylu_on,train_loss,172.3567,3.241990
warm_dylu_on,train_loss,174.5385,3.254750
warm_dylu_on,train_loss,176.7202,3.234350
warm_dylu_on,train_loss,178.9019,3.205690
warm_dylu_on,train_loss,181.0837,3.240400
warm_dylu_on,train_loss,183.2654,3.200390
warm_dylu_on,train_loss,185.4471,3.219290
warm_dylu_on,train_loss,187.6288,3.240430
warm_dylu_on,train_loss,189.8106,3.247540
warm_dylu_on,train_loss,191.9923,3.213050
warm_dylu_on,train_loss,194.1740,3.206090
warm_dylu_on,train_loss,196.3558,3.264360
warm_dylu_on,train_loss,198.5375,3.211730
warm_dylu_on,train_loss,200.7192,3.195530
warm_dylu_on,train_loss,202.9010,3.219410
warm_dylu_on,train_loss,205.0827,3.222620
warm_dylu_on,train_loss,207.2644,3.186800
warm_dylu_on,train_loss,209.4462,3.251220
warm_dylu_on,train_loss,211.6279,3.207880
warm_dylu_on,train_loss,213.8096,3.257310
warm_dylu_on,train_loss,215.9913,3.249160
warm_dylu_on,train_loss,218.1731,3.205970
warm_dylu_on,train_loss,220.3548,3.204450
warm_dylu_on,train_loss,222.5365,3.215140
warm_dylu_on,train_loss,224.7183,3.240390
warm_dylu_on,train_loss,226.9000,3.230650
warm_dylu_on,train_loss,229.0817,3.240570
warm_dylu_on,train_loss,231.2635,3.201210
warm_dylu_on,train_loss,233.4452,3.191540
warm_dylu_on,train_loss,235.6269,3.184110
warm_dylu_on,train_loss,237.8087,3.201150
warm_dylu_on,train_loss,239.9904,3.178140
warm_dylu_on,train_loss,242.1721,3.202030
warm_dylu_on,train_loss,244.3538,3.179070
warm_dylu_on,train_loss,246.5356,3.188710
warm_dylu_on,train_loss,248.7173,3.179770
warm_dylu_on,train_loss,250.8990,3.213120
warm_dylu_on,train_loss,253.0808,3.178010
warm_dylu_on,train_loss,255.2625,3.174170
warm_dylu_on,train_loss,257.4442,3.219140
warm_dylu_on,train_loss,259.6260,3.139850
warm_dylu_on,train_loss,261.8077,3.163730
warm_dylu_on,train_loss,263.9894,3.165370
warm_dylu_on,train_loss,266.1712,3.185950
warm_dylu_on,train_loss,268.3529,3.167850
warm_dylu_on,train_loss,270.5346,3.175740
warm_dylu_on,train_loss,272.7163,3.127370
warm_dylu_on,train_loss,274.8981,3.181460
warm_dylu_on,train_loss,277.0798,3.171360
warm_dylu_on,train_loss,279.2615,3.165260
warm_dylu_on,train_loss,281.4433,3.203310
warm_dylu_on,train_loss,283.6250,3.154210
warm_dylu_on,train_loss,285.8067,3.163410
warm_dylu_on,train_loss,287.9885,3.160110
warm_dylu_on,train_loss,290.1702,3.168530
warm_dylu_on,train_loss,292.3519,3.217380
warm_dylu_on,train_loss,294.5337,3.119910
warm_dylu_on,train_loss,296.7154,3.186060
warm_dylu_on,train_loss,298.8971,3.158820
warm_dylu_on,train_loss,301.0788,3.137990
warm_dylu_on,train_loss,303.2606,3.130670
warm_dylu_on,train_loss,305.4423,3.170920
warm_dylu_on,train_loss,307.6240,3.101690
warm_dylu_on,train_loss,309.8058,3.141470
warm_dylu_on,train_loss,311.9875,3.115490
warm_dylu_on,train_loss,314.1692,3.150800
warm_dylu_on,train_loss,316.3510,3.094470
warm_dylu_on,train_loss,318.5327,3.183430
warm_dylu_on,train_loss,320.7144,3.154170
warm_dylu_on,train_loss,322.8962,3.183560
warm_dylu_on,train_loss,325.0779,3.132550
warm_dylu_on,train_loss,327.2596,3.168870
warm_dylu_on,train_loss,329.4413,3.138430
warm_dylu_on,train_loss,331.6231,3.143240
warm_dylu_on,train_loss,333.8048,3.223910
warm_dylu_on,train_loss,335.9865,3.104250
warm_dylu_on,train_loss,338.1683,3.123910
warm_dylu_on,train_loss,340.3500,3.129900
warm_dylu_on,train_loss,342.5317,3.135590
warm_dylu_on,train_loss,344.7135,3.136360
warm_dylu_on,train_loss,346.8952,3.119990
warm_dylu_on,train_loss,349.0769,3.156470
warm_dylu_on,train_loss,351.2587,3.135630
warm_dylu_on,train_loss,353.4404,3.113620
warm_dylu_on,train_loss,355.6221,3.161490
warm_dylu_on,train_loss,357.8038,3.098380
warm_dylu_on,train_loss,359.9856,3.148730
warm_dylu_on,train_loss,362.1673,3.108920
warm_dylu_on,train_loss,364.3490,3.131410
warm_dylu_on,train_loss,366.5308,3.164650
warm_dylu_on,train_loss,368.7125,3.138800
warm_dylu_on,train_loss,370.8942,3.107730
warm_dylu_on,train_loss,373.0760,3.100670
warm_dylu_on,train_loss,375.2577,3.096120
warm_dylu_on,train_loss,377.4394,3.159470
warm_dylu_on,train_loss,379.6212,3.097650
warm_dylu_on,train_loss,381.8029,3.118940
warm_dylu_on,train_loss,383.9846,3.122360
warm_dylu_on,train_loss,386.1663,3.096390
warm_dylu_on,train_loss,388.3481,3.103740
warm_dylu_on,train_loss,390.5298,3.103100
warm_dylu_on,train_loss,392.7115,3.105560
warm_dylu_on,train_loss,394.8933,3.109800
warm_dylu_on,train_loss,397.0750,3.108380
warm_dylu_on,train_loss,399.2567,3.091550
warm_dylu_on,train_loss,401.4385,3.088710
warm_dylu_on,train_loss,403.6202,3.073180
warm_dylu_on,train_loss,405.8019,3.118720
warm_dylu_on,train_loss,407.9837,3.157940
warm_dylu_on,train_loss,410.1654,3.091030
warm_dylu_on,train_loss,412.3471,3.069830
warm_dylu_on,train_loss,414.5288,3.057150
warm_dylu_on,train_loss,416.7106,3.100880
warm_dylu_on,train_loss,418.8923,3.100470
warm_dylu_on,train_loss,421.0740,3.128210
warm_dylu_on,train_loss,423.2558,3.103920
warm_dylu_on,train_loss,425.4375,3.127250
warm_dylu_on,train_loss,427.6192,3.142730
warm_dylu_on,train_loss,429.8010,3.143680
warm_dylu_on,train_loss,431.9827,3.134660
warm_dylu_on,train_loss,434.1644,3.082570
warm_dylu_on,train_loss,436.3462,3.092810
warm_dylu_on,train_loss,438.5279,3.114020
warm_dylu_on,train_loss,440.7096,3.107940
warm_dylu_on,train_loss,442.8913,3.189760
warm_dylu_on,train_loss,445.0731,3.089460
warm_dylu_on,train_loss,447.2548,3.040640
warm_dylu_on,train_loss,449.4365,3.073900
warm_dylu_on,train_loss,451.6183,3.093920
warm_dylu_on,train_loss,453.8000,3.124870
warm_dylu_on,train_loss,455.9817,3.066280
warm_dylu_on,train_loss,458.1635,3.054850
warm_dylu_on,train_loss,460.3452,3.073370
warm_dylu_on,train_loss,462.5269,3.091920
warm_dylu_on,train_loss,464.7087,3.097060
warm_dylu_on,train_loss,466.8904,3.135700
warm_dylu_on,train_loss,469.0721,3.105410
warm_dylu_on,train_loss,471.2538,3.103450
warm_dylu_on,train_loss,473.4356,3.083680
warm_dylu_on,train_loss,475.6173,3.165220
warm_dylu_on,train_loss,477.7990,3.171100
warm_dylu_on,train_loss,479.9808,3.091970
warm_dylu_on,train_loss,482.1625,3.091550
warm_dylu_on,train_loss,484.3442,3.063290
warm_dylu_on,train_loss,486.5260,3.043510
warm_dylu_on,train_loss,488.7077,3.058340
warm_dylu_on,train_loss,490.8894,3.039400
warm_dylu_on,train_loss,493.0712,3.041400
warm_dylu_on,train_loss,495.2529,3.087050
warm_dylu_on,train_loss,497.4346,3.117720
warm_dylu_on,train_loss,499.6163,3.055380
warm_dylu_on,train_loss,501.7981,3.080220
warm_dylu_on,train_loss,503.9798,3.067370
warm_dylu_on,train_loss,506.1615,3.092810
warm_dylu_on,train_loss,508.3433,3.102750
warm_dylu_on,train_loss,510.5250,3.065390
warm_dylu_on,train_loss,512.7067,3.036230
warm_dylu_on,train_loss,514.8885,3.069270
warm_dylu_on,train_loss,517.0702,3.082660
warm_dylu_on,train_loss,519.2519,3.035730
warm_dylu_on,train_loss,521.4337,3.040700
warm_dylu_on,train_loss,523.6154,3.108550
warm_dylu_on,train_loss,525.7971,3.132700
warm_dylu_on,train_loss,527.9788,3.087270
warm_dylu_on,train_loss,530.1606,3.139990
warm_dylu_on,train_loss,532.3423,3.137350
warm_dylu_on,train_loss,534.5240,3.134550
warm_dylu_on,train_loss,536.7058,3.118130
warm_dylu_on,train_loss,538.8875,3.077620
warm_dylu_on,train_loss,541.0692,3.070100
warm_dylu_on,train_loss,543.2510,3.134400
warm_dylu_on,train_loss,545.4327,3.084770
warm_dylu_on,train_loss,547.6144,3.086320
warm_dylu_on,train_loss,549.7962,3.101250
warm_dylu_on,train_loss,551.9779,3.089940
warm_dylu_on,train_loss,554.1596,3.076200
warm_dylu_on,train_loss,556.3413,3.107860
warm_dylu_on,train_loss,558.5231,3.063290
warm_dylu_on,train_loss,560.7048,3.043970
warm_dylu_on,train_loss,562.8865,3.090910
warm_dylu_on,train_loss,565.0683,3.054260
warm_dylu_on,train_loss,567.2500,3.041730
warm_dylu_on,train_loss,569.4317,3.056790
warm_dylu_on,train_loss,571.6135,3.108360
warm_dylu_on,train_loss,573.7952,3.102460
warm_dylu_on,train_loss,575.9769,3.040560
warm_dylu_on,train_loss,578.1587,3.048100
warm_dylu_on,train_loss,580.3404,3.076270
warm_dylu_on,train_loss,582.5221,3.084660
warm_dylu_on,train_loss,584.7038,3.100740
warm_dylu_on,train_loss,586.8856,3.083410
warm_dylu_on,train_loss,589.0673,3.080170
