series,metric,mtokens,value
async_dn8,grad_norm,929.7720,0.376900
async_dn8,grad_norm,933.8860,0.403800
async_dn8,grad_norm,938.0000,0.393600
async_dn8,grad_norm,942.1141,0.374300
async_dn8,grad_norm,946.2281,0.386300
async_dn8,grad_norm,950.3421,0.396300
async_dn8,grad_norm,954.4562,0.392200
async_dn8,grad_norm,958.5702,0.392300
async_dn8,grad_norm,962.6842,0.394200
async_dn8,grad_norm,966.7983,0.373700
async_dn8,grad_norm,970.9123,0.398200
async_dn8,grad_norm,975.0263,0.380000
async_dn8,grad_norm,979.1404,0.389300
async_dn8,grad_norm,983.2544,0.405200
async_dn8,grad_norm,987.3685,0.378200
async_dn8,grad_norm,991.4825,0.376000
async_dn8,grad_norm,995.5965,0.375200
async_dn8,grad_norm,999.7106,0.384500
async_dn8,grad_norm,1003.8246,0.376300
async_dn8,grad_norm,1007.9386,0.378800
async_dn8,grad_norm,1012.0527,0.385200
async_dn8,grad_norm,1016.1667,0.412600
async_dn8,grad_norm,1020.2807,0.374000
async_dn8,grad_norm,1024.3948,0.384600
async_dn8,grad_norm,1028.5088,0.383600
async_dn8,grad_norm,1032.6228,0.387800
async_dn8,grad_norm,1036.7369,0.380600
async_dn8,grad_norm,1040.8509,0.371700
async_dn8,grad_norm,1044.9649,0.370800
async_dn8,grad_norm,1049.0790,0.385500
async_dn8,grad_norm,1053.1930,0.369700
async_dn8,grad_norm,1057.3071,0.367800
async_dn8,grad_norm,1061.4211,0.367300
async_dn8,grad_norm,1065.5351,0.397600
async_dn8,grad_norm,1069.6492,0.366700
async_dn8,grad_norm,1073.7632,0.408000
async_dn8,grad_norm,1077.8772,0.386500
async_dn8,grad_norm,1081.9913,0.366500
async_dn8,grad_norm,1086.1053,0.384900
async_dn8,grad_norm,1090.2193,0.383900
async_dn8,grad_norm,1094.3334,0.375900
async_dn8,grad_norm,1098.4474,0.368800
async_dn8,grad_norm,1102.5614,0.376800
async_dn8,grad_norm,1106.6755,0.361900
async_dn8,grad_norm,1110.7895,0.369300
async_dn8,grad_norm,1114.9035,0.451800
async_dn8,grad_norm,1119.0176,0.387900
async_dn8,grad_norm,1123.1316,0.382900
async_dn8,grad_norm,1127.2457,0.394700
async_dn8,grad_norm,1131.3597,0.396200
async_dn8,grad_norm,1135.4737,0.361900
async_dn8,grad_norm,1139.5878,0.374600
async_dn8,grad_norm,1143.7018,0.355900
async_dn8,grad_norm,1147.8158,0.362300
async_dn8,grad_norm,1151.9299,0.374900
async_dn8,grad_norm,1156.0439,0.416200
async_dn8,grad_norm,1160.1579,0.389200
async_dn8,grad_norm,1164.2720,0.399300
async_dn8,grad_norm,1168.3860,0.367200
async_dn8,grad_norm,1172.5000,0.349100
async_dn8,grad_norm,1176.6141,0.370100
async_dn8,grad_norm,1180.7281,0.369100
async_dn8,grad_norm,1184.8421,0.370200
async_dn8,grad_norm,1188.9562,0.370100
async_dn8,grad_norm,1193.0702,0.379200
async_dn8,grad_norm,1197.1842,0.377300
async_dn8,grad_norm,1201.2983,0.364800
async_dn8,grad_norm,1205.4123,0.390600
async_dn8,grad_norm,1209.5264,0.365400
async_dn8,grad_norm,1213.6404,0.360800
async_dn8,grad_norm,1217.7544,0.384400
async_dn8,grad_norm,1221.8685,0.438000
async_dn8,grad_norm,1225.9825,0.366900
async_dn8,grad_norm,1230.0965,0.354700
async_dn8,grad_norm,1234.2106,0.369400
async_dn8,grad_norm,1238.3246,0.361500
async_dn8,grad_norm,1242.4386,0.391500
async_dn8,grad_norm,1246.5527,0.360200
async_dn8,grad_norm,1250.6667,0.355800
async_dn8,grad_norm,1254.7807,0.359900
async_dn8,grad_norm,1258.8948,0.361200
async_dn8,grad_norm,1263.0088,0.361700
async_dn8,grad_norm,1267.1228,0.367500
async_dn8,grad_norm,1271.2369,0.362300
async_dn8,grad_norm,1275.3509,0.368500
async_dn8,grad_norm,1279.4650,0.373000
async_dn8,grad_norm,1283.5790,0.365700
async_dn8,grad_norm,1287.6930,0.356200
async_dn8,grad_norm,1291.8071,0.351100
async_dn8,grad_norm,1295.9211,0.373600
async_dn8,grad_norm,1300.0351,0.360400
async_dn8,grad_norm,1304.1492,0.357800
async_dn8,grad_norm,1308.2632,0.363300
async_dn8,grad_norm,1312.3772,0.353400
async_dn8,grad_norm,1316.4913,0.354300
async_dn8,grad_norm,1320.6053,0.371100
async_dn8,grad_norm,1324.7193,0.364300
async_dn8,grad_norm,1328.8334,0.359900
async_dn8,grad_norm,1332.9474,0.362500
async_dn8,grad_norm,1337.0614,0.369700
async_dn8,grad_norm,1341.1755,0.387800
async_dn8,grad_norm,1345.2895,0.369900
async_dn8,grad_norm,1349.4036,0.376600
async_dn8,grad_norm,1353.5176,0.357000
async_dn8,grad_norm,1357.6316,0.373600
async_dn8,grad_norm,1361.7457,0.367800
async_dn8,grad_norm,1365.8597,0.347200
async_dn8,grad_norm,1369.9737,0.358300
async_dn8,grad_norm,1374.0878,0.378100
async_dn8,grad_norm,1378.2018,0.347100
async_dn8,grad_norm,1382.3158,0.349000
async_dn8,grad_norm,1386.4299,0.359700
async_dn8,grad_norm,1390.5439,0.351000
async_dn8,grad_norm,1394.6579,0.368500
async_dn8,grad_norm,1398.7720,0.363900
async_dn8,grad_norm,1402.8860,0.359600
async_dn8,grad_norm,1407.0000,0.354200
async_dn8,grad_norm,1411.1141,0.356400
async_dn8,grad_norm,1415.2281,0.361600
async_dn8,grad_norm,1419.3422,0.351600
async_dn8,grad_norm,1423.4562,0.350200
async_dn8,grad_norm,1427.5702,0.350800
async_dn8,grad_norm,1431.6843,0.343600
async_dn8,grad_norm,1435.7983,0.373500
async_dn8,grad_norm,1439.9123,0.377900
async_dn8,grad_norm,1444.0264,0.339700
async_dn8,grad_norm,1448.1404,0.354300
async_dn8,grad_norm,1452.2544,0.367200
async_dn8,grad_norm,1456.3685,0.340400
async_dn8,grad_norm,1460.4825,0.373200
async_dn8,grad_norm,1464.5965,0.362300
async_dn8,grad_norm,1468.7106,0.350800
async_dn8,grad_norm,1472.8246,0.359700
async_dn8,grad_norm,1476.9386,0.366500
async_dn8,grad_norm,1481.0527,0.343600
async_dn8,grad_norm,1485.1667,0.363200
async_dn8,grad_norm,1489.2807,0.358000
async_dn8,grad_norm,1493.3948,0.347500
async_dn8,grad_norm,1497.5088,0.361300
async_dn8,grad_norm,1501.6229,0.411700
async_dn8,grad_norm,1505.7369,0.352000
async_dn8,grad_norm,1509.8509,0.343200
async_dn8,grad_norm,1513.9650,0.342400
async_dn8,grad_norm,1518.0790,0.350600
async_dn8,grad_norm,1522.1930,0.338300
async_dn8,grad_norm,1526.3071,0.342900
async_dn8,grad_norm,1530.4211,0.354500
async_dn8,grad_norm,1534.5351,0.341900
async_dn8,grad_norm,1538.6492,0.344400
async_dn8,grad_norm,1542.7632,0.347100
async_dn8,grad_norm,1546.8772,0.350000
async_dn8,grad_norm,1550.9913,0.352600
async_dn8,grad_norm,1555.1053,0.358100
async_dn8,grad_norm,1559.2193,0.350100
async_dn8,grad_norm,1563.3334,0.347800
async_dn8,grad_norm,1567.4474,0.349000
async_dn8,grad_norm,1571.5615,0.350300
async_dn8,grad_norm,1575.6755,0.359200
async_dn8,grad_norm,1579.7895,0.353100
async_dn8,grad_norm,1583.9036,0.347600
async_dn8,grad_norm,1588.0176,0.351600
async_dn8,grad_norm,1592.1316,0.353900
async_dn8,grad_norm,1596.2457,0.342700
async_dn8,grad_norm,1600.3597,0.351200
async_dn8,grad_norm,1604.4737,0.356400
async_dn8,grad_norm,1608.5878,0.351000
async_dn8,grad_norm,1612.7018,0.345900
async_dn8,grad_norm,1616.8158,0.354300
async_dn8,grad_norm,1620.9299,0.344400
async_dn8,grad_norm,1625.0439,0.359500
async_dn8,grad_norm,1629.1579,0.359800
async_dn8,grad_norm,1633.2720,0.342200
async_dn8,grad_norm,1637.3860,0.343200
async_dn8,grad_norm,1641.5001,0.349800
async_dn8,grad_norm,1645.6141,0.354300
async_dn8,grad_norm,1649.7281,0.352200
async_dn8,grad_norm,1653.8422,0.356500
async_dn8,grad_norm,1657.9562,0.360300
async_dn8,grad_norm,1662.0702,0.361100
async_dn8,grad_norm,1666.1843,0.360800
async_dn8,grad_norm,1670.2983,0.354000
async_dn8,grad_norm,1674.4123,0.340700
async_dn8,grad_norm,1678.5264,0.352500
async_dn8,grad_norm,1682.6404,0.360000
async_dn8,grad_norm,1686.7544,0.342900
async_dn8,grad_norm,1690.8685,0.351700
async_dn8,grad_norm,1694.9825,0.358800
async_dn8,grad_norm,1699.0965,0.354100
async_dn8,grad_norm,1703.2106,0.352100
async_dn8,grad_norm,1707.3246,0.357600
async_dn8,grad_norm,1711.4387,0.346800
async_dn8,grad_norm,1715.5527,0.357700
async_dn8,grad_norm,1719.6667,0.362600
async_dn8,grad_norm,1723.7808,0.361400
async_dn8,grad_norm,1727.8948,0.350200
async_dn8,grad_norm,1732.0088,0.360900
async_dn8,grad_norm,1736.1229,0.346700
async_dn8,grad_norm,1740.2369,0.338500
async_dn8,grad_norm,1744.3509,0.340900
async_dn8,grad_norm,1748.4650,0.341300
async_dn8,grad_norm,1752.5790,0.357800
async_dn8,grad_norm,1756.6930,0.349800
async_dn8,grad_norm,1760.8071,0.353400
async_dn8,grad_norm,1764.9211,0.339100
async_dn8,grad_norm,1769.0351,0.344300
async_dn8,grad_norm,1773.1492,0.348600
async_dn8,grad_norm,1777.2632,0.344800
async_dn8,grad_norm,1781.3773,0.351500
async_dn8,grad_norm,1785.4913,0.356400
async_dn8,grad_norm,1789.6053,0.347600
async_dn8,grad_norm,1793.7194,0.356200
async_dn8,grad_norm,1797.8334,0.355300
async_dn8,grad_norm,1801.9474,0.351300
async_dn8,grad_norm,1806.0615,0.359900
async_dn8,grad_norm,1810.1755,0.363800
async_dn8,grad_norm,1814.2895,0.355900
async_dn8,grad_norm,1818.4036,0.351100
async_dn8,grad_norm,1822.5176,0.357200
async_dn8,grad_norm,1826.6316,0.338400
async_dn8,grad_norm,1830.7457,0.332400
async_dn8,grad_norm,1834.8597,0.520300
async_dn8,grad_norm,1838.9737,0.370200
async_dn8,grad_norm,1843.0878,0.347000
async_dn8,grad_norm,1847.2018,0.345000
async_dn8,grad_norm,1851.3158,0.346200
async_dn8,grad_norm,1855.4299,0.349200
async_dn8,grad_norm,1859.5439,0.335300
async_dn8,grad_norm,1863.6580,0.350200
async_dn8,grad_norm,1867.7720,0.350700
async_dn8,grad_norm,1871.8860,0.345500
async_dn8,grad_norm,1876.0001,0.352900
async_dn8,grad_norm,1880.1141,0.341500
async_dn8,grad_norm,1884.2281,0.368400
async_dn8,grad_norm,1888.3422,0.355800
async_dn8,grad_norm,1892.4562,0.344300
async_dn8,grad_norm,1896.5702,0.347100
async_dn8,grad_norm,1900.6843,0.363800
async_dn8,grad_norm,1904.7983,0.345400
async_dn8,grad_norm,1908.9123,0.351500
async_dn8,grad_norm,1913.0264,0.337000
async_dn8,grad_norm,1917.1404,0.350800
async_dn8,grad_norm,1921.2544,0.359500
async_dn8,grad_norm,1925.3685,0.352900
async_dn8,grad_norm,1929.4825,0.339800
async_dn8,grad_norm,1933.5966,0.357800
async_dn8,grad_norm,1937.7106,0.350400
async_dn8,grad_norm,1941.8246,0.343100
async_dn8,grad_norm,1945.9387,0.359000
async_dn8,grad_norm,1950.0527,0.349500
async_dn8,grad_norm,1954.1667,0.363000
async_dn8,grad_norm,1958.2808,0.346700
async_dn8,grad_norm,1962.3948,0.355900
async_dn8,grad_norm,1966.5088,0.362600
async_dn8,grad_norm,1970.6229,0.347500
async_dn8,grad_norm,1974.7369,0.351400
async_dn8,grad_norm,1978.8509,0.348500
async_dn8,grad_norm,1982.9650,0.364900
async_dn8,grad_norm,1987.0790,0.346100
async_dn8,grad_norm,1991.1930,0.351800
async_dn8,grad_norm,1995.3071,0.337200
async_dn8,grad_norm,1999.4211,0.351600
async_dn16,train_loss,4.1183,9.460710
async_dn16,train_loss,8.2366,9.406930
async_dn16,train_loss,12.3549,9.187260
async_dn16,train_loss,16.4732,9.273260
async_dn16,train_loss,20.5915,8.556360
async_dn16,train_loss,24.7098,7.706920
async_dn16,train_loss,28.8281,8.872510
async_dn16,train_loss,32.9464,8.527460
async_dn16,train_loss,37.0647,7.489050
async_dn16,train_loss,41.1830,8.347280
async_dn16,train_loss,45.3013,7.733010
async_dn16,train_loss,49.4196,7.200140
async_dn16,train_loss,53.5379,7.570060
async_dn16,train_loss,57.6562,7.286930
async_dn16,train_loss,61.7745,6.972160
async_dn16,train_loss,65.8928,7.247130
async_dn16,train_loss,70.0111,7.242210
async_dn16,train_loss,74.1294,6.953360
async_dn16,train_loss,78.2477,6.884130
async_dn16,train_loss,82.3660,6.923560
async_dn16,train_loss,86.4843,6.767970
async_dn16,train_loss,90.6026,6.650050
async_dn16,train_loss,94.7209,6.875120
async_dn16,train_loss,98.8392,6.656140
async_dn16,train_loss,102.9575,6.457640
async_dn16,train_loss,107.0758,6.783580
async_dn16,train_loss,111.1941,6.574920
async_dn16,train_loss,115.3124,6.306080
async_dn16,train_loss,119.4307,6.663090
async_dn16,train_loss,123.5490,6.430900
async_dn16,train_loss,127.6673,6.200620
async_dn16,train_loss,131.7856,6.374500
async_dn16,train_loss,135.9039,6.217310
async_dn16,train_loss,140.0222,6.029610
async_dn16,train_loss,144.1405,6.183150
async_dn16,train_loss,148.2588,6.165910
async_dn16,train_loss,152.3771,5.961510
async_dn16,train_loss,156.4954,6.032040
async_dn16,train_loss,160.6137,6.071610
async_dn16,train_loss,164.7320,5.903590
async_dn16,train_loss,168.8503,5.921140
async_dn16,train_loss,172.9686,5.966720
async_dn16,train_loss,177.0869,5.818770
async_dn16,train_loss,181.2052,5.813270
async_dn16,train_loss,185.3235,5.764710
async_dn16,train_loss,189.4418,5.591900
async_dn16,train_loss,193.5601,5.599670
async_dn16,train_loss,197.6784,5.737230
async_dn16,train_loss,201.7967,5.572380
async_dn16,train_loss,205.9150,5.493690
async_dn16,train_loss,210.0333,5.684390
async_dn16,train_loss,214.1516,5.514220
async_dn16,train_loss,218.2699,5.411600
async_dn16,train_loss,222.3882,5.571910
async_dn16,train_loss,226.5065,5.480540
async_dn16,train_loss,230.6248,5.409400
async_dn16,train_loss,234.7431,5.518450
async_dn16,train_loss,238.8614,5.324700
async_dn16,train_loss,242.9797,5.266960
async_dn16,train_loss,247.0980,5.336560
async_dn16,train_loss,251.2163,5.284720
async_dn16,train_loss,255.3346,5.270980
async_dn16,train_loss,259.4529,5.241130
async_dn16,train_loss,263.5712,5.265400
async_dn16,train_loss,267.6895,5.186280
async_dn16,train_loss,271.8078,5.223010
async_dn16,train_loss,275.9261,5.221830
async_dn16,train_loss,280.0444,5.176170
async_dn16,train_loss,284.1627,5.194210
async_dn16,train_loss,288.2810,5.105180
async_dn16,train_loss,292.3993,5.067450
async_dn16,train_loss,296.5176,5.067710
async_dn16,train_loss,300.6359,5.101580
async_dn16,train_loss,304.7542,5.085490
async_dn16,train_loss,308.8725,5.027630
async_dn16,train_loss,312.9908,5.066650
async_dn16,train_loss,317.1091,5.010080
async_dn16,train_loss,321.2273,4.975360
async_dn16,train_loss,325.3456,5.047100
async_dn16,train_loss,329.4639,5.051660
async_dn16,train_loss,333.5822,4.971780
async_dn16,train_loss,337.7005,4.972470
async_dn16,train_loss,341.8188,4.908320
async_dn16,train_loss,345.9371,4.880960
async_dn16,train_loss,350.0554,4.932300
async_dn16,train_loss,354.1737,4.901690
async_dn16,train_loss,358.2920,4.856790
async_dn16,train_loss,362.4103,4.878800
async_dn16,train_loss,366.5286,4.902040
async_dn16,train_loss,370.6469,4.908270
async_dn16,train_loss,374.7652,4.876130
async_dn16,train_loss,378.8835,4.876000
async_dn16,train_loss,383.0018,4.856440
async_dn16,train_loss,387.1201,4.840230
async_dn16,train_loss,391.2384,4.801970
async_dn16,train_loss,395.3567,4.788910
async_dn16,train_loss,399.4750,4.768090
async_dn16,train_loss,403.5933,4.820400
async_dn16,train_loss,407.7116,4.780610
async_dn16,train_loss,411.8299,4.718270
async_dn16,train_loss,415.9482,4.770260
async_dn16,train_loss,420.0665,4.758580
async_dn16,train_loss,424.1848,4.759250
async_dn16,train_loss,428.3031,4.746430
async_dn16,train_loss,432.4214,4.745270
async_dn16,train_loss,436.5397,4.719030
async_dn16,train_loss,440.6580,4.702220
async_dn16,train_loss,444.7763,4.657530
async_dn16,train_loss,448.8946,4.650260
async_dn16,train_loss,453.0129,4.672590
async_dn16,train_loss,457.1312,4.677780
async_dn16,train_loss,461.2495,4.626160
async_dn16,train_loss,465.3678,4.682790
async_dn16,train_loss,469.4861,4.632530
async_dn16,train_loss,473.6044,4.614950
async_dn16,train_loss,477.7227,4.614530
async_dn16,train_loss,481.8410,4.621360
async_dn16,train_loss,485.9593,4.644200
async_dn16,train_loss,490.0776,4.586770
async_dn16,train_loss,494.1959,4.546100
async_dn16,train_loss,498.3142,4.534640
async_dn16,train_loss,502.4325,4.539960
async_dn16,train_loss,506.5508,4.544580
async_dn16,train_loss,510.6691,4.541850
async_dn16,train_loss,514.7874,4.488720
async_dn16,train_loss,518.9057,4.530730
async_dn16,train_loss,523.0240,4.502330
async_dn16,train_loss,527.1423,4.505770
async_dn16,train_loss,531.2606,4.540870
async_dn16,train_loss,535.3789,4.502350
async_dn16,train_loss,539.4972,4.517890
async_dn16,train_loss,543.6155,4.489570
async_dn16,train_loss,547.7338,4.459200
async_dn16,train_loss,551.8521,4.514580
async_dn16,train_loss,555.9704,4.431210
async_dn16,train_loss,560.0887,4.464660
async_dn16,train_loss,564.2070,4.448170
async_dn16,train_loss,568.3253,4.424810
async_dn16,train_loss,572.4436,4.441220
async_dn16,train_loss,576.5619,4.469380
async_dn16,train_loss,580.6802,4.409440
async_dn16,train_loss,584.7985,4.434590
async_dn16,train_loss,588.9168,4.413960
async_dn16,train_loss,593.0351,4.412890
async_dn16,train_loss,597.1534,4.352610
async_dn16,train_loss,601.2717,4.392540
async_dn16,train_loss,605.3900,4.370090
async_dn16,train_loss,609.5083,4.397870
async_dn16,train_loss,613.6266,4.339140
async_dn16,train_loss,617.7449,4.378730
async_dn16,train_loss,621.8632,4.366220
async_dn16,train_loss,625.9815,4.335920
async_dn16,train_loss,630.0998,4.406970
async_dn16,train_loss,634.2181,4.314800
async_dn16,train_loss,638.3364,4.322480
async_dn16,train_loss,642.4547,4.336870
async_dn16,train_loss,646.5730,4.310690
async_dn16,train_loss,650.6913,4.307440
async_dn16,train_loss,654.8096,4.276660
async_dn16,train_loss,658.9279,4.320880
async_dn16,train_loss,663.0462,4.305200
async_dn16,train_loss,667.1645,4.259520
async_dn16,train_loss,671.2828,4.295500
async_dn16,train_loss,675.4011,4.266570
async_dn16,train_loss,679.5194,4.304000
async_dn16,train_loss,683.6377,4.271690
async_dn16,train_loss,687.7560,4.268200
async_dn16,train_loss,691.8743,4.310980
async_dn16,train_loss,695.9926,4.272000
async_dn16,train_loss,700.1109,4.227390
async_dn16,train_loss,704.2292,4.212090
async_dn16,train_loss,708.3475,4.213930
async_dn16,train_loss,712.4658,4.247990
async_dn16,train_loss,716.5841,4.207840
async_dn16,train_loss,720.7024,4.251020
async_dn16,train_loss,724.8207,4.223200
async_dn16,train_loss,728.9390,4.216290
async_dn16,train_loss,733.0573,4.212170
async_dn16,train_loss,737.1756,4.208420
async_dn16,train_loss,741.2939,4.214930
async_dn16,train_loss,745.4122,4.242710
async_dn16,train_loss,749.5305,4.187460
async_dn16,train_loss,753.6488,4.147270
async_dn16,train_loss,757.7671,4.163470
async_dn16,train_loss,761.8854,4.152490
async_dn16,train_loss,766.0037,4.182190
async_dn16,train_loss,770.1220,4.211090
async_dn16,train_loss,774.2403,4.157680
async_dn16,train_loss,778.3586,4.140590
async_dn16,train_loss,782.4769,4.143710
async_dn16,train_loss,786.5952,4.147400
async_dn16,train_loss,790.7135,4.147540
async_dn16,train_loss,794.8318,4.158420
async_dn16,train_loss,798.9501,4.146460
async_dn16,train_loss,803.0684,4.137620
async_dn16,train_loss,807.1867,4.156390
async_dn16,train_loss,811.3050,4.152250
async_dn16,train_loss,815.4233,4.130420
async_dn16,train_loss,819.5416,4.104510
async_dn16,train_loss,823.6599,4.127580
async_dn16,train_loss,827.7782,4.113700
async_dn16,train_loss,831.8965,4.105490
async_dn16,train_loss,836.0148,4.198620
async_dn16,train_loss,840.1331,4.088900
async_dn16,train_loss,844.2514,4.097070
async_dn16,train_loss,848.3697,4.093210
async_dn16,train_loss,852.4880,4.074130
async_dn16,train_loss,856.6063,4.079720
async_dn16,train_loss,860.7246,4.076870
async_dn16,train_loss,864.8429,4.034660
async_dn16,train_loss,868.9612,4.053690
async_dn16,train_loss,873.0795,4.081400
async_dn16,train_loss,877.1978,4.079950
async_dn16,train_loss,881.3161,4.097630
async_dn16,train_loss,885.4344,4.075870
async_dn16,train_loss,889.5527,4.065290
async_dn16,train_loss,893.6710,4.063070
async_dn16,train_loss,897.7893,4.090170
async_dn16,train_loss,901.9076,4.102860
async_dn16,train_loss,906.0259,4.031380
async_dn16,train_loss,910.1442,4.019240
async_dn16,train_loss,914.2625,4.022260
async_dn16,train_loss,918.3808,3.992840
async_dn16,train_loss,922.4991,3.981890
async_dn16,train_loss,926.6174,3.987560
async_dn16,train_loss,930.7357,3.966850
async_dn16,train_loss,934.8540,4.028430
async_dn16,train_loss,938.9723,4.045810
async_dn16,train_loss,943.0906,3.981200
async_dn16,train_loss,947.2089,4.003560
async_dn16,train_loss,951.3272,4.014650
async_dn16,train_loss,955.4454,3.999560
async_dn16,train_loss,959.5637,3.970820
async_dn16,train_loss,963.6820,3.954960
async_dn16,train_loss,967.8003,3.933840
async_dn16,train_loss,971.9186,3.963390
async_dn16,train_loss,976.0369,3.966870
async_dn16,train_loss,980.1552,3.948120
async_dn16,train_loss,984.2735,3.962680
async_dn16,train_loss,988.3918,3.990120
async_dn16,train_loss,992.5101,3.978990
async_dn16,train_loss,996.6284,3.920670
async_dn16,train_loss,1000.7467,3.943280
async_dn16,train_loss,1004.8650,3.928970
async_dn16,train_loss,1008.9833,3.895280
async_dn16,train_loss,1013.1016,3.902200
async_dn16,train_loss,1017.2199,3.895210
async_dn16,train_loss,1021.3382,3.891070
async_dn16,train_loss,1025.4565,3.919220
async_dn16,train_loss,1029.5748,3.845940
async_dn16,train_loss,1033.6931,3.916590
async_dn16,train_loss,1037.8114,3.895860
async_dn16,train_loss,1041.9297,3.917050
async_dn16,train_loss,1046.0480,3.881780
async_dn16,train_loss,1050.1663,3.925360
async_dn16,train_loss,1054.2846,3.885620
async_dn16,train_loss,1058.4029,3.825300
async_dn16,train_loss,1062.5212,3.832000
async_dn16,train_loss,1066.6395,3.839590
async_dn16,train_loss,1070.7578,3.879740
async_dn16,train_loss,1074.8761,3.799560
async_dn16,train_loss,1078.9944,3.912490
async_dn16,train_loss,1083.1127,3.884430
async_dn16,train_loss,1087.2310,3.827890
async_dn16,train_loss,1091.3493,3.883960
async_dn16,train_loss,1095.4676,3.857830
async_dn16,train_loss,1099.5859,3.864220
async_dn16,train_loss,1103.7042,3.841520
async_dn16,train_loss,1107.8225,3.841760
async_dn16,train_loss,1111.9408,3.853090
async_dn16,train_loss,1116.0591,3.828030
async_dn16,train_loss,1120.1774,3.782430
async_dn16,train_loss,1124.2957,3.797660
async_dn16,train_loss,1128.4140,3.811320
async_dn16,train_loss,1132.5323,3.851220
async_dn16,train_loss,1136.6506,3.793640
async_dn16,train_loss,1140.7689,3.851380
async_dn16,train_loss,1144.8872,3.839030
async_dn16,train_loss,1149.0055,3.813770
async_dn16,train_loss,1153.1238,3.787720
async_dn16,train_loss,1157.2421,3.827180
async_dn16,train_loss,1161.3604,3.772750
async_dn16,train_loss,1165.4787,3.814470
async_dn16,train_loss,1169.5970,3.754760
async_dn16,train_loss,1173.7153,3.812870
async_dn16,train_loss,1177.8336,3.777060
async_dn16,train_loss,1181.9519,3.779660
async_dn16,train_loss,1186.0702,3.745730
async_dn16,train_loss,1190.1885,3.800630
async_dn16,train_loss,1194.3068,3.771240
async_dn16,train_loss,1198.4251,3.745790
async_dn16,train_loss,1202.5434,3.779620
async_dn16,train_loss,1206.6617,3.740830
async_dn16,train_loss,1210.7800,3.744800
async_dn16,train_loss,1214.8983,3.762990
async_dn16,train_loss,1219.0166,3.773710
async_dn16,train_loss,1223.1349,3.732080
async_dn16,train_loss,1227.2532,3.715280
async_dn16,train_loss,1231.3715,3.723620
async_dn16,train_loss,1235.4898,3.717300
async_dn16,train_loss,1239.6081,3.664460
async_dn16,train_loss,1243.7264,3.738200
async_dn16,train_loss,1247.8447,3.681280
async_dn16,train_loss,1251.9630,3.692400
async_dn16,train_loss,1256.0813,3.716820
async_dn16,train_loss,1260.1996,3.713000
async_dn16,train_loss,1264.3179,3.693300
async_dn16,train_loss,1268.4362,3.670780
async_dn16,train_loss,1272.5545,3.663160
async_dn16,train_loss,1276.6728,3.646480
async_dn16,train_loss,1280.7911,3.704300
async_dn16,train_loss,1284.9094,3.661310
async_dn16,train_loss,1289.0277,3.637600
async_dn16,train_loss,1293.1460,3.632970
async_dn16,train_loss,1297.2643,3.685340
async_dn16,train_loss,1301.3826,3.662210
async_dn16,train_loss,1305.5009,3.663080
async_dn16,train_loss,1309.6192,3.635650
async_dn16,train_loss,1313.7375,3.684580
async_dn16,train_loss,1317.8558,3.664800
async_dn16,train_loss,1321.9741,3.662440
async_dn16,train_loss,1326.0924,3.613670
async_dn16,train_loss,1330.2107,3.608520
async_dn16,train_loss,1334.3290,3.620100
async_dn16,train_loss,1338.4473,3.648790
async_dn16,train_loss,1342.5656,3.632950
async_dn16,train_loss,1346.6839,3.656460
async_dn16,train_loss,1350.8022,3.637270
async_dn16,train_loss,1354.9205,3.590520
async_dn16,train_loss,1359.0388,3.622730
async_dn16,train_loss,1363.1571,3.672160
async_dn16,train_loss,1367.2754,3.626030
async_dn16,train_loss,1371.3937,3.621050
async_dn16,train_loss,1375.5120,3.587420
async_dn16,train_loss,1379.6303,3.602710
async_dn16,train_loss,1383.7486,3.618370
async_dn16,train_loss,1387.8669,3.592920
async_dn16,train_loss,1391.9852,3.567660
async_dn16,train_loss,1396.1035,3.589750
async_dn16,train_loss,1400.2218,3.642980
async_dn16,train_loss,1404.3401,3.608740
async_dn16,train_loss,1408.4584,3.639060
async_dn16,train_loss,1412.5767,3.651340
async_dn16,train_loss,1416.6950,3.607070
async_dn16,train_loss,1420.8133,3.599270
async_dn16,train_loss,1424.9316,3.599090
async_dn16,train_loss,1429.0499,3.604530
async_dn16,train_loss,1433.1682,3.615270
async_dn16,train_loss,1437.2865,3.552920
async_dn16,train_loss,1441.4048,3.581080
async_dn16,train_loss,1445.5231,3.585670
async_dn16,train_loss,1449.6414,3.596730
async_dn16,train_loss,1453.7597,3.602030
async_dn16,train_loss,1457.8780,3.556700
async_dn16,train_loss,1461.9963,3.556010
async_dn16,train_loss,1466.1146,3.561190
async_dn16,train_loss,1470.2329,3.536140
async_dn16,train_loss,1474.3512,3.545900
async_dn16,train_loss,1478.4695,3.587080
async_dn16,train_loss,1482.5878,3.534550
async_dn16,train_loss,1486.7061,3.542120
async_dn16,train_loss,1490.8244,3.559450
async_dn16,train_loss,1494.9427,3.532710
async_dn16,train_loss,1499.0610,3.517150
async_dn16,train_loss,1503.1793,3.555930
async_dn16,train_loss,1507.2976,3.493180
async_dn16,train_loss,1511.4159,3.534700
async_dn16,train_loss,1515.5342,3.521340
async_dn16,train_loss,1519.6525,3.576010
async_dn16,train_loss,1523.7708,3.476530
async_dn16,train_loss,1527.8891,3.504620
async_dn16,train_loss,1532.0074,3.514510
async_dn16,train_loss,1536.1257,3.498290
async_dn16,train_loss,1540.2440,3.519350
